theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size,wavelength
320.0,0.0,0.65259,0.43451,-0.28356,-0.2836,0.4345,2.595e-09,-8.792e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
325.0,0.0,0.61404,0.44955,-0.27604,-0.276,0.4496,1.055e-09,-1.29e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
330.0,0.0,0.57962,0.46368,-0.26876,-0.2688,0.4637,1.261e-09,-5.166e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
335.0,0.0,0.54987,0.47647,-0.26199,-0.262,0.4765,1.58e-09,-8.429e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
340.0,0.0,0.52515,0.48753,-0.25603,-0.256,0.4875,9.507e-10,-2.039e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
345.0,0.0,0.50573,0.49653,-0.25111,-0.2511,0.4965,8.274e-10,-7.206e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
350.0,0.0,0.49176,0.50317,-0.24744,-0.2474,0.5032,4.418e-10,-5.629e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
355.0,0.0,0.48334,0.50724,-0.24517,-0.2452,0.5072,2.949e-10,-2.315e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
360.0,0.0,0.48053,0.50861,-0.24441,-0.2444,0.5086,1.511e-10,-2.588e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
0.0,90.0,0.48053,0.50861,0.24441,0.2444,0.5086,2.115e-08,-3.677e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
5.0,90.0,0.4789,0.49895,0.23895,0.2389,0.4989,1.972e-08,3.449e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
10.0,90.0,0.47395,0.4711,0.22328,0.2233,0.4711,1.932e-08,4.663e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
15.0,90.0,0.46555,0.4283,0.19939,0.1994,0.4283,1.739e-08,9.314e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
20.0,90.0,0.45344,0.37518,0.17012,0.1701,0.3752,1.58e-08,8.333e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
25.0,90.0,0.43724,0.31697,0.1386,0.1386,0.317,1.408e-08,1.097e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
30.0,90.0,0.4164,0.25861,0.10769,0.1077,0.2586,1.21e-08,1.069e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
35.0,90.0,0.39011,0.20409,0.079615,0.07962,0.2041,9.947e-09,1.523e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
40.0,90.0,0.35723,0.15609,0.055758,0.05576,0.1561,8.07e-09,1.181e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
45.0,90.0,0.31609,0.11597,0.036657,0.03666,0.116,6.242e-09,1.065e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
50.0,90.0,0.26427,0.08395,0.022185,0.02219,0.08395,4.963e-09,1.07e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
55.0,90.0,0.19813,0.059422,0.011774,0.01177,0.05942,3.869e-09,6.424e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
60.0,90.0,0.11236,0.041317,0.0046425,0.004642,0.04132,2.861e-09,4.962e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
65.0,90.0,0.00064,0.028396,-1.8174e-05,-1.817e-05,0.0284,2.094e-09,5.565e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
70.0,90.0,0.15061,0.019466,-0.0029318,-0.002932,0.01947,1.664e-09,3.371e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
75.0,90.0,0.34648,0.013505,-0.0046793,-0.004679,0.01351,1.169e-09,2.712e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
80.0,90.0,0.5854,0.0097138,-0.0056865,-0.005686,0.009714,6.735e-10,1.644e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
85.0,90.0,0.8287,0.0075265,-0.0062372,-0.006237,0.007527,3.536e-10,4.766e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
90.0,90.0,0.98474,0.0065948,-0.0064941,-0.006494,0.006595,6.252e-11,3.338e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
95.0,90.0,0.96266,0.0067689,-0.0065162,-0.006516,0.006769,-2.004e-10,-5.594e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
100.0,90.0,0.77516,0.0080849,-0.0062671,-0.006267,0.008085,-4.129e-10,-2.412e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
105.0,90.0,0.52155,0.01076,-0.0056118,-0.005612,0.01076,-8.142e-10,-2.493e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
110.0,90.0,0.28333,0.015194,-0.0043049,-0.004305,0.01519,-1.239e-09,-4.199e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
115.0,90.0,0.08997,0.021971,-0.0019767,-0.001977,0.02197,-1.777e-09,-5.356e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
120.0,90.0,0.05878,0.031838,0.0018714,0.001871,0.03184,-2.38e-09,-5.847e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
125.0,90.0,0.17193,0.045657,0.0078498,0.00785,0.04566,-3.299e-09,-6.431e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
130.0,90.0,0.25854,0.064304,0.016625,0.01663,0.0643,-4.14e-09,-8.527e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
135.0,90.0,0.32562,0.0885,0.028817,0.02882,0.0885,-5.457e-09,-1.077e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
140.0,90.0,0.37813,0.1186,0.044846,0.04485,0.1186,-7.069e-09,-1.076e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
145.0,90.0,0.41952,0.15435,0.064754,0.06475,0.1544,-8.331e-09,-1.302e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
150.0,90.0,0.45218,0.19467,0.088025,0.08802,0.1947,-1.005e-08,-1.357e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
155.0,90.0,0.47777,0.23752,0.11348,0.1135,0.2375,-1.17e-08,-1.055e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
160.0,90.0,0.49745,0.28,0.13929,0.1393,0.28,-1.352e-08,-9.891e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
165.0,90.0,0.51204,0.31856,0.16312,0.1631,0.3186,-1.466e-08,-7.057e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
170.0,90.0,0.5221,0.34951,0.18248,0.1825,0.3495,-1.56e-08,-3.882e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
175.0,90.0,0.528,0.36959,0.19515,0.1951,0.3696,-1.655e-08,-9.996e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
180.0,90.0,0.52995,0.37655,0.19955,0.1996,0.3766,-1.652e-08,2.809e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
185.0,90.0,0.528,0.36959,0.19515,0.1951,0.3696,-1.63e-08,6.558e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
190.0,90.0,0.5221,0.34951,0.18248,0.1825,0.3495,-1.575e-08,1.096e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
195.0,90.0,0.51204,0.31856,0.16312,0.1631,0.3186,-1.495e-08,1.358e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
200.0,90.0,0.49745,0.28,0.13929,0.1393,0.28,-1.379e-08,1.237e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
205.0,90.0,0.47777,0.23752,0.11348,0.1135,0.2375,-1.209e-08,9.339e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
210.0,90.0,0.45218,0.19467,0.088025,0.08802,0.1947,-1.05e-08,1.101e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
215.0,90.0,0.41952,0.15435,0.064754,0.06475,0.1544,-8.706e-09,1.25e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
220.0,90.0,0.37813,0.1186,0.044846,0.04485,0.1186,-7.322e-09,9.723e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
225.0,90.0,0.32562,0.0885,0.028817,0.02882,0.0885,-5.814e-09,7.284e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
230.0,90.0,0.25854,0.064304,0.016625,0.01663,0.0643,-4.659e-09,6.298e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
235.0,90.0,0.17193,0.045657,0.0078498,0.00785,0.04566,-3.71e-09,4.619e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
240.0,90.0,0.05878,0.031838,0.0018714,0.001871,0.03184,-2.758e-09,4.626e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
245.0,90.0,0.08997,0.021971,-0.0019767,-0.001977,0.02197,-2.142e-09,1.523e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
250.0,90.0,0.28333,0.015194,-0.0043049,-0.004305,0.01519,-1.486e-09,2.745e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
255.0,90.0,0.52156,0.01076,-0.0056118,-0.005612,0.01076,-1.077e-09,1.061e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
260.0,90.0,0.77516,0.0080849,-0.0062671,-0.006267,0.008085,-7.151e-10,1.008e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
265.0,90.0,0.96266,0.0067689,-0.0065162,-0.006516,0.006769,-3.005e-10,1.967e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
270.0,90.0,0.98474,0.0065948,-0.0064941,-0.006494,0.006595,2.461e-11,1.507e-11,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
275.0,90.0,0.8287,0.0075265,-0.0062372,-0.006237,0.007527,3.389e-10,-1.166e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
280.0,90.0,0.5854,0.0097139,-0.0056865,-0.005687,0.009714,7.489e-10,-1.284e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
285.0,90.0,0.34648,0.013505,-0.0046793,-0.004679,0.01351,1.148e-09,-3.177e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
290.0,90.0,0.15061,0.019467,-0.0029318,-0.002932,0.01947,1.674e-09,-2.824e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
295.0,90.0,0.00064,0.028396,-1.8102e-05,-1.81e-05,0.0284,2.272e-09,-3.865e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
300.0,90.0,0.11236,0.041318,0.0046425,0.004642,0.04132,3.151e-09,-5.42e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
305.0,90.0,0.19813,0.059423,0.011774,0.01177,0.05942,4.491e-09,-7.201e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
310.0,90.0,0.26427,0.08395,0.022185,0.02219,0.08395,5.647e-09,-7.811e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
315.0,90.0,0.31609,0.11597,0.036657,0.03666,0.116,7.165e-09,-9.763e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
320.0,90.0,0.35723,0.15609,0.055758,0.05576,0.1561,9.234e-09,-9.933e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
325.0,90.0,0.39011,0.20409,0.079615,0.07962,0.2041,1.076e-08,-1.404e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
330.0,90.0,0.4164,0.25861,0.10769,0.1077,0.2586,1.273e-08,-1.069e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
335.0,90.0,0.43724,0.31698,0.1386,0.1386,0.317,1.498e-08,-1.69e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
340.0,90.0,0.45344,0.37518,0.17012,0.1701,0.3752,1.708e-08,-1.735e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
345.0,90.0,0.46555,0.4283,0.19939,0.1994,0.4283,1.806e-08,-1.138e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
350.0,90.0,0.47395,0.4711,0.22328,0.2233,0.4711,1.909e-08,-1.051e-09,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
355.0,90.0,0.4789,0.49895,0.23895,0.2389,0.4989,1.992e-08,-8.925e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
360.0,90.0,0.48053,0.50861,0.24441,0.2444,0.5086,1.993e-08,1.213e-10,0.66912,0.10066,-0.96164,RCTGLPRSM,0.21,0.5758
0.0,0.0,0.14937,23.22,-3.4685,-3.468,23.22,-2.033e-06,-1.198e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
5.0,0.0,0.15068,23.017,-3.4682,-3.468,23.02,-2.068e-06,-1.268e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
10.0,0.0,0.15462,22.414,-3.4656,-3.466,22.41,-2.136e-06,-1.331e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
15.0,0.0,0.1612,21.433,-3.455,-3.455,21.43,-1.834e-06,-9.94e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
20.0,0.0,0.17046,20.11,-3.428,-3.428,20.11,-1.682e-06,-9.437e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
25.0,0.0,0.18239,18.496,-3.3736,-3.374,18.5,-1.559e-06,-1.088e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
30.0,0.0,0.19693,16.656,-3.2801,-3.28,16.66,-1.708e-06,-7.769e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
35.0,0.0,0.21387,14.665,-3.1364,-3.136,14.66,-1.222e-06,-7.872e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
40.0,0.0,0.23273,12.606,-2.9339,-2.934,12.61,-1.489e-06,-7.822e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
45.0,0.0,0.25259,10.566,-2.6688,-2.669,10.57,-1.193e-06,-5.144e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
50.0,0.0,0.27171,8.6237,-2.3432,-2.343,8.624,-8.183e-07,-3.76e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
55.0,0.0,0.28709,6.8493,-1.9664,-1.966,6.849,-1.004e-06,-1.945e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
60.0,0.0,0.29365,5.2942,-1.5546,-1.555,5.294,-8.491e-07,-2.573e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
65.0,0.0,0.2833,3.9889,-1.13,-1.13,3.989,-6.86e-07,-1.352e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
70.0,0.0,0.2441,2.942,-0.71816,-0.7182,2.942,-2.971e-07,-7.886e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
75.0,0.0,0.16096,2.1417,-0.34472,-0.3447,2.142,-1.995e-07,-5.445e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
80.0,0.0,0.02066,1.5599,-0.032232,-0.03223,1.56,-1.852e-07,1.406e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
85.0,0.0,0.17547,1.1586,0.20331,0.2033,1.159,-2.127e-07,-4.121e-09,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
90.0,0.0,0.3958,0.89608,0.35467,0.3547,0.8961,-1.311e-07,-9.921e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
95.0,0.0,0.57936,0.73221,0.42421,0.4242,0.7322,3.531e-08,-1.394e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
100.0,0.0,0.66835,0.63303,0.42308,0.4231,0.633,-2.349e-08,-1.374e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
105.0,0.0,0.64414,0.57272,0.36891,0.3689,0.5727,-3.521e-08,-8.131e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
110.0,0.0,0.52907,0.53392,0.28248,0.2825,0.5339,1.375e-07,8.035e-09,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
115.0,0.0,0.36352,0.50652,0.18413,0.1841,0.5065,1.584e-08,-2.013e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
120.0,0.0,0.18679,0.48577,0.090736,0.09074,0.4858,1.097e-08,-2.602e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
125.0,0.0,0.02926,0.47015,0.013755,0.01376,0.4702,3.356e-08,-1.541e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
130.0,0.0,0.08986,0.45967,-0.041307,-0.04131,0.4597,-2.542e-09,-4.429e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
135.0,0.0,0.16314,0.45467,-0.074173,-0.07417,0.4547,8.478e-08,-1.339e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
140.0,0.0,0.19384,0.45523,-0.088242,-0.08824,0.4552,8.745e-08,-1.687e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
145.0,0.0,0.19255,0.46092,-0.088751,-0.08875,0.4609,1.836e-07,-1.429e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
150.0,0.0,0.17238,0.47084,-0.081164,-0.08116,0.4708,1.643e-07,-1.67e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
155.0,0.0,0.14492,0.48365,-0.070089,-0.07009,0.4836,2.427e-07,-1.883e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
160.0,0.0,0.11811,0.49772,-0.058787,-0.05879,0.4977,3.174e-07,-2.151e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
165.0,0.0,0.09618,0.51126,-0.049176,-0.04918,0.5113,2.931e-07,-2.105e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
170.0,0.0,0.08065,0.5225,-0.042139,-0.04214,0.5225,2.98e-07,-2.195e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
175.0,0.0,0.07157,0.52993,-0.037929,-0.03793,0.5299,2.989e-07,-1.943e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
180.0,0.0,0.06861,0.53252,-0.036536,-0.03654,0.5325,2.914e-07,-2.015e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
185.0,0.0,0.07157,0.52993,-0.037929,-0.03793,0.5299,3.079e-07,-1.94e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
190.0,0.0,0.08065,0.5225,-0.042138,-0.04214,0.5225,3.151e-07,-2.137e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
195.0,0.0,0.09619,0.51126,-0.049176,-0.04918,0.5113,2.957e-07,-2.048e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
200.0,0.0,0.11811,0.49772,-0.058787,-0.05879,0.4977,2.806e-07,-2.032e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
205.0,0.0,0.14492,0.48365,-0.07009,-0.07009,0.4836,2.404e-07,-1.899e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
210.0,0.0,0.17238,0.47084,-0.081164,-0.08116,0.4708,2.5e-07,-1.938e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
215.0,0.0,0.19255,0.46092,-0.088751,-0.08875,0.4609,2.639e-07,-1.915e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
220.0,0.0,0.19384,0.45523,-0.088242,-0.08824,0.4552,1.72e-07,-2.519e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
225.0,0.0,0.16314,0.45467,-0.074174,-0.07417,0.4547,1.273e-07,-2.144e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
230.0,0.0,0.08986,0.45967,-0.041307,-0.04131,0.4597,1.319e-07,-2.644e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
235.0,0.0,0.02926,0.47015,0.013755,0.01376,0.4702,1.106e-07,-2.251e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
240.0,0.0,0.18679,0.48577,0.090736,0.09074,0.4858,1.291e-07,-1.846e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
245.0,0.0,0.36352,0.50652,0.18413,0.1841,0.5065,7.63e-08,-2.061e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
250.0,0.0,0.52907,0.53392,0.28248,0.2825,0.5339,4.176e-08,-3.132e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
255.0,0.0,0.64414,0.57272,0.36891,0.3689,0.5727,7.057e-08,-1.874e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
260.0,0.0,0.66835,0.63303,0.42308,0.4231,0.633,9.974e-08,-1.012e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
265.0,0.0,0.57936,0.73221,0.42421,0.4242,0.7322,-1.786e-08,-9.766e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
270.0,0.0,0.3958,0.89608,0.35467,0.3547,0.8961,-3.332e-08,-1.556e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
275.0,0.0,0.17547,1.1587,0.20331,0.2033,1.159,-4.956e-08,-8.773e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
280.0,0.0,0.02066,1.5599,-0.032235,-0.03224,1.56,-1.495e-07,-2.196e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
285.0,0.0,0.16096,2.1417,-0.34473,-0.3447,2.142,-6.493e-08,1.382e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
290.0,0.0,0.2441,2.942,-0.71816,-0.7182,2.942,-2.509e-07,-1.499e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
295.0,0.0,0.2833,3.9889,-1.1301,-1.13,3.989,-6.972e-07,6.979e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
300.0,0.0,0.29365,5.2942,-1.5546,-1.555,5.294,-1.984e-07,-1.142e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
305.0,0.0,0.28709,6.8493,-1.9664,-1.966,6.849,-7.075e-07,-9.59e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
310.0,0.0,0.27171,8.6238,-2.3432,-2.343,8.624,-1.566e-06,-5.751e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
315.0,0.0,0.25259,10.566,-2.6688,-2.669,10.57,-1.316e-06,-2.074e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
320.0,0.0,0.23273,12.606,-2.9339,-2.934,12.61,-1.054e-06,-5.912e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
325.0,0.0,0.21387,14.665,-3.1364,-3.136,14.66,-8.907e-07,-4.078e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
330.0,0.0,0.19693,16.656,-3.2801,-3.28,16.66,-1.488e-06,-8.568e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
335.0,0.0,0.18239,18.496,-3.3736,-3.374,18.5,-1.81e-06,-9.397e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
340.0,0.0,0.17046,20.11,-3.428,-3.428,20.11,-1.502e-06,-9.757e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
345.0,0.0,0.1612,21.433,-3.4551,-3.455,21.43,-1.922e-06,-9.773e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
350.0,0.0,0.15462,22.414,-3.4656,-3.466,22.41,-1.919e-06,-1.266e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
355.0,0.0,0.15068,23.017,-3.4682,-3.468,23.02,-1.947e-06,-1.307e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
360.0,0.0,0.14937,23.22,-3.4685,-3.468,23.22,-2.085e-06,-1.228e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
0.0,90.0,0.14937,23.22,3.4685,3.468,23.22,2.157e-06,-1.141e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
5.0,90.0,0.14817,22.901,3.3932,3.393,22.9,2.236e-06,-1.236e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
10.0,90.0,0.14451,21.969,3.1748,3.175,21.97,2.259e-06,-1.199e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
15.0,90.0,0.13827,20.494,2.8337,2.834,20.49,2.361e-06,-1.086e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
20.0,90.0,0.12926,18.583,2.4019,2.402,18.58,2.307e-06,-1.005e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
25.0,90.0,0.11716,16.372,1.9181,1.918,16.37,2.144e-06,-8.151e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
30.0,90.0,0.1016,14.008,1.4231,1.423,14.01,1.967e-06,-6.446e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
35.0,90.0,0.08214,11.635,0.95571,0.9557,11.63,1.876e-06,-5.072e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
40.0,90.0,0.0584,9.3794,0.54775,0.5478,9.379,1.758e-06,-4.2e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
45.0,90.0,0.03022,7.3417,0.2219,0.2219,7.342,1.467e-06,-2.339e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
50.0,90.0,0.00175,5.587,-0.0097735,-0.009773,5.587,1.426e-06,-4.553e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
55.0,90.0,0.03505,4.1461,-0.14534,-0.1453,4.146,1.275e-06,-2.127e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
