theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size,wavelength
165.0,90.0,0.04002,0.060487,-0.0024208,-0.002421,0.06049,9.497e-12,3.939e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
170.0,90.0,0.01768,0.061237,-0.0010828,-0.001083,0.06124,3.377e-11,-2.187e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
175.0,90.0,0.0044,0.061695,-0.00027171,-0.0002717,0.0617,1.969e-11,-1.471e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
180.0,90.0,0.0,0.06185,4.2841e-08,4.284e-08,0.06185,-1.309e-10,3.023e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
185.0,90.0,0.0044,0.061695,-0.00027164,-0.0002716,0.0617,6.352e-11,-8.786e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
190.0,90.0,0.01768,0.061237,-0.0010828,-0.001083,0.06124,2.949e-11,-8.494e-13,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
195.0,90.0,0.04002,0.060487,-0.002421,-0.002421,0.06049,4.063e-11,-2.539e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
200.0,90.0,0.07172,0.059467,-0.0042649,-0.004265,0.05947,-8.893e-11,-3.116e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
205.0,90.0,0.11313,0.058208,-0.0065851,-0.006585,0.05821,-1.181e-10,-1.154e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
210.0,90.0,0.16462,0.056748,-0.009342,-0.009342,0.05675,-3.749e-10,-4.685e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
215.0,90.0,0.22646,0.055137,-0.012487,-0.01249,0.05514,-1.292e-10,-1.066e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
220.0,90.0,0.29868,0.053435,-0.01596,-0.01596,0.05343,-3.153e-10,-2.239e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
225.0,90.0,0.38081,0.051709,-0.019691,-0.01969,0.05171,-4.323e-10,-2.33e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
230.0,90.0,0.47168,0.050037,-0.023602,-0.0236,0.05004,-2.54e-10,4.04e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
235.0,90.0,0.56903,0.048507,-0.027602,-0.0276,0.04851,-8.599e-10,-2.157e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
240.0,90.0,0.66921,0.04721,-0.031593,-0.03159,0.04721,-7.743e-10,2.815e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
245.0,90.0,0.76703,0.046245,-0.035471,-0.03547,0.04624,-3.929e-10,-3.829e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
250.0,90.0,0.85592,0.045712,-0.039126,-0.03913,0.04571,-4.286e-10,-5.907e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
255.0,90.0,0.92854,0.045712,-0.042446,-0.04245,0.04571,-4.359e-10,-4.189e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
260.0,90.0,0.97801,0.04634,-0.045321,-0.04532,0.04634,-6.938e-10,-3.694e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
265.0,90.0,0.99927,0.047682,-0.047647,-0.04765,0.04768,-8.837e-10,1.203e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
270.0,90.0,0.99035,0.049812,-0.049331,-0.04933,0.04981,-7.788e-10,-2.399e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
275.0,90.0,0.95281,0.052783,-0.050293,-0.05029,0.05278,-4.311e-10,-8.001e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
280.0,90.0,0.89129,0.056629,-0.050472,-0.05047,0.05663,-3.179e-10,-3.441e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
285.0,90.0,0.81227,0.061352,-0.049835,-0.04983,0.06135,-8.878e-11,-1.69e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
290.0,90.0,0.72274,0.066927,-0.048371,-0.04837,0.06693,-1.943e-10,-6.342e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
295.0,90.0,0.62902,0.073294,-0.046103,-0.0461,0.07329,-3.182e-10,-5.37e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
300.0,90.0,0.53617,0.080355,-0.043085,-0.04308,0.08036,-1.686e-10,-2.946e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
305.0,90.0,0.44785,0.087984,-0.039404,-0.0394,0.08798,-3.689e-10,-5.557e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
310.0,90.0,0.36635,0.096017,-0.035176,-0.03518,0.09602,-3.37e-10,-2.25e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
315.0,90.0,0.29298,0.10427,-0.030547,-0.03055,0.1043,-3.361e-10,-1.394e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
320.0,90.0,0.22828,0.11251,-0.025685,-0.02568,0.1125,-9.999e-11,-1.712e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
325.0,90.0,0.17233,0.12054,-0.020772,-0.02077,0.1205,2.884e-10,-4.146e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
330.0,90.0,0.12492,0.1281,-0.016003,-0.016,0.1281,-1.693e-11,-6.63e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
335.0,90.0,0.08571,0.13497,-0.011568,-0.01157,0.135,7.881e-11,1.563e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
340.0,90.0,0.05428,0.14093,-0.00765,-0.00765,0.1409,4.29e-10,6.489e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
345.0,90.0,0.03028,0.14579,-0.0044144,-0.004414,0.1458,2.711e-10,1.491e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
350.0,90.0,0.01337,0.14938,-0.0019978,-0.001998,0.1494,3.102e-10,5.689e-12,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
355.0,90.0,0.00333,0.15159,-0.00050488,-0.0005049,0.1516,3.473e-10,1.968e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
360.0,90.0,0.0,0.15233,-1.0431e-07,-1.043e-07,0.1523,-4.921e-11,3.233e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
0.0,0.0,0.0,1.676,4.3511e-06,4.351e-06,1.676,-1.02e-08,3.941e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
5.0,0.0,0.00235,1.6659,-0.0039196,-0.00392,1.666,1.247e-09,-7.245e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
10.0,0.0,0.00944,1.6359,-0.015436,-0.01544,1.636,-2.774e-08,-4.071e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
15.0,0.0,0.02133,1.5871,-0.033848,-0.03385,1.587,-1.75e-08,2.78e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
20.0,0.0,0.03814,1.5215,-0.05803,-0.05803,1.522,3.555e-09,-6.102e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
25.0,0.0,0.06005,1.4415,-0.086558,-0.08656,1.441,-4.177e-09,-9.831e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
30.0,0.0,0.08725,1.3498,-0.11776,-0.1178,1.35,-7.153e-09,-5.378e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
35.0,0.0,0.11998,1.2495,-0.14991,-0.1499,1.249,1.513e-09,4.941e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
40.0,0.0,0.15848,1.1438,-0.18127,-0.1813,1.144,-5.238e-09,7.823e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
45.0,0.0,0.20303,1.0358,-0.2103,-0.2103,1.036,-4.54e-09,-1.879e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
50.0,0.0,0.25381,0.9284,-0.23564,-0.2356,0.9284,1.881e-09,1.535e-07,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
55.0,0.0,0.31097,0.82401,-0.25624,-0.2562,0.824,-1.097e-08,-8.806e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
60.0,0.0,0.37448,0.72476,-0.27141,-0.2714,0.7248,-4.493e-09,5.896e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
65.0,0.0,0.44409,0.63227,-0.28079,-0.2808,0.6323,5.007e-08,-9.442e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
70.0,0.0,0.51915,0.54769,-0.28433,-0.2843,0.5477,-1.158e-09,8.254e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
75.0,0.0,0.59849,0.47172,-0.28232,-0.2823,0.4717,-1.336e-08,-4.663e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
80.0,0.0,0.68021,0.40463,-0.27523,-0.2752,0.4046,3.375e-08,-5.238e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
85.0,0.0,0.76146,0.34638,-0.26375,-0.2638,0.3464,7.242e-08,-8.323e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
90.0,0.0,0.83835,0.29661,-0.24866,-0.2487,0.2966,9.783e-09,-1.729e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
95.0,0.0,0.90583,0.25477,-0.23078,-0.2308,0.2548,-4.133e-08,5.764e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
100.0,0.0,0.95805,0.22018,-0.21094,-0.2109,0.2202,-2.994e-08,4.934e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
105.0,0.0,0.98891,0.19205,-0.18992,-0.1899,0.1921,-1.896e-08,3.553e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
110.0,0.0,0.99311,0.1696,-0.16843,-0.1684,0.1696,6.212e-09,-1.075e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
115.0,0.0,0.96744,0.15203,-0.14708,-0.1471,0.152,1.42e-08,7.862e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
120.0,0.0,0.91183,0.13857,-0.12636,-0.1264,0.1386,-2.565e-09,7.006e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
125.0,0.0,0.82983,0.12854,-0.10667,-0.1067,0.1285,-2.873e-10,4.346e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
130.0,0.0,0.72809,0.1213,-0.088317,-0.08832,0.1213,-2.287e-08,7.279e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
135.0,0.0,0.615,0.11628,-0.071514,-0.07151,0.1163,-1.691e-08,-2.062e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
140.0,0.0,0.49912,0.113,-0.0564,-0.0564,0.113,-1.681e-08,8.846e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
145.0,0.0,0.38782,0.11103,-0.043058,-0.04306,0.111,4.167e-09,-8.519e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
150.0,0.0,0.28661,0.11,-0.031528,-0.03153,0.11,-9.866e-09,-9.892e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
155.0,0.0,0.19904,0.10962,-0.021819,-0.02182,0.1096,-7.748e-10,9.12e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
160.0,0.0,0.12695,0.10963,-0.013918,-0.01392,0.1096,-4.187e-09,6.581e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
165.0,0.0,0.07107,0.10985,-0.0078066,-0.007807,0.1098,2.781e-09,-2.646e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
170.0,0.0,0.03145,0.1101,-0.0034623,-0.003462,0.1101,-7.296e-10,2.086e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
175.0,0.0,0.00784,0.1103,-0.00086441,-0.0008644,0.1103,3.347e-09,-5.076e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
180.0,0.0,0.0,0.11037,-6.7055e-08,-6.706e-08,0.1104,1.409e-09,-1.291e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
185.0,0.0,0.00784,0.1103,-0.00086426,-0.0008643,0.1103,2.783e-09,-6.667e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
190.0,0.0,0.03145,0.11011,-0.0034624,-0.003462,0.1101,3.714e-09,-3.461e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
195.0,0.0,0.07107,0.10985,-0.0078066,-0.007807,0.1098,1.919e-09,-2.477e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
200.0,0.0,0.12694,0.10963,-0.013918,-0.01392,0.1096,1.246e-09,-5.01e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
205.0,0.0,0.19904,0.10962,-0.021818,-0.02182,0.1096,-8.184e-09,-1.403e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
210.0,0.0,0.28662,0.11,-0.031528,-0.03153,0.11,1.587e-08,-1.246e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
215.0,0.0,0.38782,0.11103,-0.043058,-0.04306,0.111,-7.466e-09,-1.141e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
220.0,0.0,0.49912,0.113,-0.0564,-0.0564,0.113,2.937e-08,1.224e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
225.0,0.0,0.615,0.11628,-0.071514,-0.07151,0.1163,2.744e-08,4.964e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
230.0,0.0,0.72809,0.1213,-0.088317,-0.08832,0.1213,4.731e-09,7.572e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
235.0,0.0,0.82983,0.12854,-0.10667,-0.1067,0.1285,-2.265e-09,2.197e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
240.0,0.0,0.91183,0.13857,-0.12635,-0.1264,0.1386,-1.519e-08,-3.211e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
245.0,0.0,0.96744,0.15203,-0.14708,-0.1471,0.152,-1.686e-08,1.552e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
250.0,0.0,0.99311,0.1696,-0.16843,-0.1684,0.1696,3.683e-08,-5.063e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
255.0,0.0,0.98891,0.19205,-0.18992,-0.1899,0.1921,-5.455e-09,6.177e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
260.0,0.0,0.95805,0.22018,-0.21094,-0.2109,0.2202,-5.125e-08,6.137e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
265.0,0.0,0.90583,0.25477,-0.23078,-0.2308,0.2548,6.886e-08,-1.188e-07,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
270.0,0.0,0.83835,0.29661,-0.24866,-0.2487,0.2966,2.79e-08,-9.875e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
275.0,0.0,0.76146,0.34638,-0.26375,-0.2638,0.3464,-4.732e-09,-1.113e-07,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
280.0,0.0,0.6802,0.40463,-0.27523,-0.2752,0.4046,-6.289e-09,-5.643e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
285.0,0.0,0.59849,0.47172,-0.28232,-0.2823,0.4717,8.132e-08,-1.85e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
290.0,0.0,0.51915,0.54769,-0.28433,-0.2843,0.5477,3.047e-08,1.239e-07,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
295.0,0.0,0.44409,0.63227,-0.28078,-0.2808,0.6323,3.015e-08,7.943e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
300.0,0.0,0.37448,0.72476,-0.27141,-0.2714,0.7248,-3.269e-08,-1.652e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
305.0,0.0,0.31097,0.82401,-0.25624,-0.2562,0.824,7.98e-08,-8.743e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
310.0,0.0,0.25381,0.9284,-0.23564,-0.2356,0.9284,3.195e-08,-1.193e-07,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
315.0,0.0,0.20303,1.0358,-0.2103,-0.2103,1.036,-7.805e-10,-4.111e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
320.0,0.0,0.15848,1.1438,-0.18128,-0.1813,1.144,-1.77e-08,-4.467e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
325.0,0.0,0.11998,1.2495,-0.14991,-0.1499,1.249,-4.587e-10,3.031e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
330.0,0.0,0.08724,1.3497,-0.11776,-0.1178,1.35,1.184e-08,1.097e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
335.0,0.0,0.06005,1.4415,-0.086555,-0.08655,1.441,-1.08e-07,-1.197e-07,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
340.0,0.0,0.03814,1.5215,-0.058037,-0.05804,1.522,-3.497e-08,1.574e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
345.0,0.0,0.02133,1.5872,-0.033855,-0.03386,1.587,1.328e-08,1.332e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
350.0,0.0,0.00944,1.6359,-0.015441,-0.01544,1.636,-5.015e-09,-2.75e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
355.0,0.0,0.00235,1.6659,-0.0039186,-0.003919,1.666,-7.328e-09,7.211e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
360.0,0.0,0.0,1.676,4.0531e-06,4.053e-06,1.676,-8.532e-09,2.325e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
0.0,90.0,0.0,1.676,-4.3511e-06,-4.351e-06,1.676,9.164e-09,1.074e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
5.0,90.0,0.00235,1.6659,-0.0039202,-0.00392,1.666,1.421e-08,3.595e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
10.0,90.0,0.00943,1.6359,-0.015434,-0.01543,1.636,9.357e-09,1.489e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
15.0,90.0,0.02133,1.5872,-0.033854,-0.03385,1.587,1.194e-08,9.394e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
20.0,90.0,0.03814,1.5215,-0.058029,-0.05803,1.522,8.646e-09,7.816e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
25.0,90.0,0.06005,1.4415,-0.086555,-0.08655,1.441,8.164e-09,7.045e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
30.0,90.0,0.08725,1.3498,-0.11776,-0.1178,1.35,1.327e-08,6.977e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
35.0,90.0,0.11998,1.2495,-0.14991,-0.1499,1.249,5.752e-09,1.507e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
40.0,90.0,0.15849,1.1438,-0.18128,-0.1813,1.144,5.266e-09,6.908e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
45.0,90.0,0.20303,1.0358,-0.21031,-0.2103,1.036,5.013e-09,2.05e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
50.0,90.0,0.25381,0.9284,-0.23564,-0.2356,0.9284,2.136e-09,1.035e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
55.0,90.0,0.31097,0.82401,-0.25624,-0.2562,0.824,2.948e-09,6.916e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
60.0,90.0,0.37448,0.72476,-0.27141,-0.2714,0.7248,6.228e-09,5.696e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
65.0,90.0,0.44409,0.63227,-0.28079,-0.2808,0.6323,-3.477e-10,1.96e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
70.0,90.0,0.51915,0.54769,-0.28433,-0.2843,0.5477,4.347e-09,1.649e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
75.0,90.0,0.59849,0.47172,-0.28232,-0.2823,0.4717,2.081e-09,4.11e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
80.0,90.0,0.68021,0.40463,-0.27523,-0.2752,0.4046,6.211e-10,8.483e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
85.0,90.0,0.76147,0.34638,-0.26375,-0.2638,0.3464,2.608e-09,1.867e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
90.0,90.0,0.83835,0.29661,-0.24866,-0.2487,0.2966,-2.116e-09,4.798e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
95.0,90.0,0.90583,0.25477,-0.23078,-0.2308,0.2548,-2.454e-09,6.439e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
100.0,90.0,0.95805,0.22017,-0.21094,-0.2109,0.2202,-1.125e-08,5.082e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
105.0,90.0,0.98891,0.19205,-0.18992,-0.1899,0.1921,-1.444e-10,6.776e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
110.0,90.0,0.99311,0.1696,-0.16843,-0.1684,0.1696,1.333e-09,3.672e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
115.0,90.0,0.96744,0.15203,-0.14708,-0.1471,0.152,-2.664e-09,-6.661e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
120.0,90.0,0.91183,0.13857,-0.12635,-0.1264,0.1386,-2.129e-09,-8.216e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
125.0,90.0,0.82984,0.12854,-0.10667,-0.1067,0.1285,-4.271e-09,2.02e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
130.0,90.0,0.72809,0.1213,-0.088317,-0.08832,0.1213,-3.519e-09,1.826e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
135.0,90.0,0.615,0.11628,-0.071513,-0.07151,0.1163,-3.603e-09,-5.438e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
140.0,90.0,0.49912,0.113,-0.056401,-0.0564,0.113,-1.141e-09,-1.031e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
145.0,90.0,0.38782,0.11103,-0.043058,-0.04306,0.111,-7.851e-10,-2.778e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
150.0,90.0,0.28662,0.11,-0.031528,-0.03153,0.11,-8.468e-10,-2.636e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
155.0,90.0,0.19904,0.10962,-0.021818,-0.02182,0.1096,1.948e-10,-2.087e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
160.0,90.0,0.12694,0.10963,-0.013917,-0.01392,0.1096,-1.147e-09,-2.657e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
165.0,90.0,0.07107,0.10985,-0.0078066,-0.007807,0.1098,-1.65e-09,-1.972e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
170.0,90.0,0.03144,0.1101,-0.0034619,-0.003462,0.1101,-1.159e-09,-1.807e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
175.0,90.0,0.00784,0.1103,-0.00086436,-0.0008644,0.1103,-1.249e-09,-1.991e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
180.0,90.0,0.0,0.11037,6.333e-08,6.333e-08,0.1104,-1.105e-09,-6.723e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
185.0,90.0,0.00783,0.1103,-0.00086419,-0.0008642,0.1103,-2.055e-09,-1.514e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
190.0,90.0,0.03144,0.1101,-0.0034622,-0.003462,0.1101,-1.18e-09,-1.495e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
195.0,90.0,0.07107,0.10985,-0.0078067,-0.007807,0.1098,-1.359e-09,-1.089e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
200.0,90.0,0.12695,0.10964,-0.013918,-0.01392,0.1096,-3.138e-09,-1.445e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
205.0,90.0,0.19904,0.10962,-0.021818,-0.02182,0.1096,-1.568e-09,-2.149e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
210.0,90.0,0.28662,0.11,-0.031528,-0.03153,0.11,-2.05e-10,-1.483e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
215.0,90.0,0.38782,0.11103,-0.043059,-0.04306,0.111,-2.539e-09,-2.556e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
220.0,90.0,0.49912,0.113,-0.0564,-0.0564,0.113,-2.618e-09,-2.862e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
225.0,90.0,0.615,0.11628,-0.071514,-0.07151,0.1163,-3.619e-09,-3.732e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
230.0,90.0,0.72809,0.1213,-0.088317,-0.08832,0.1213,-2.649e-09,-3.851e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
235.0,90.0,0.82983,0.12854,-0.10667,-0.1067,0.1285,-5.576e-09,-3.64e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
240.0,90.0,0.91183,0.13857,-0.12635,-0.1264,0.1386,-2.042e-10,7.212e-11,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
245.0,90.0,0.96744,0.15203,-0.14708,-0.1471,0.152,-3.14e-09,-2.796e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
250.0,90.0,0.99311,0.1696,-0.16843,-0.1684,0.1696,-1.965e-09,-2.663e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
255.0,90.0,0.98891,0.19205,-0.18992,-0.1899,0.1921,-2.32e-09,-2.69e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
