theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size_param,radius,wavelength
90.0,90.0,0.97656,0.26174,-0.25561,-0.2556,0.2617,1.034e-09,-4.481e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
95.0,90.0,0.99842,0.24802,-0.24763,-0.2476,0.248,6.721e-10,1.452e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
100.0,90.0,0.98942,0.23954,-0.23701,-0.237,0.2395,-5.652e-10,-1.947e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
105.0,90.0,0.95005,0.2358,-0.22402,-0.224,0.2358,-2.24e-09,-6.765e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
110.0,90.0,0.88461,0.23624,-0.20898,-0.209,0.2362,-2.132e-09,-6.789e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
115.0,90.0,0.80003,0.24028,-0.19223,-0.1922,0.2403,-1.178e-09,-6.145e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
120.0,90.0,0.7042,0.2473,-0.17415,-0.1742,0.2473,-5.935e-10,-2.529e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
125.0,90.0,0.6045,0.25668,-0.15516,-0.1552,0.2567,3.691e-10,-1.461e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
130.0,90.0,0.50681,0.26776,-0.13571,-0.1357,0.2678,-2.663e-09,-1.218e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
135.0,90.0,0.41532,0.27993,-0.11626,-0.1163,0.2799,1.143e-09,-2.23e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
140.0,90.0,0.33259,0.29257,-0.097305,-0.0973,0.2926,-1.597e-09,-2.011e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
145.0,90.0,0.25996,0.3051,-0.079312,-0.07931,0.3051,6.85e-10,-1.461e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
150.0,90.0,0.1979,0.317,-0.062734,-0.06273,0.317,-3.201e-09,-8.688e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
155.0,90.0,0.14636,0.32782,-0.047981,-0.04798,0.3278,-1.916e-09,-1.175e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
160.0,90.0,0.10503,0.33718,-0.035413,-0.03541,0.3372,-1.338e-09,-3.987e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
165.0,90.0,0.07346,0.34477,-0.025327,-0.02533,0.3448,1.254e-09,-2.825e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
170.0,90.0,0.05125,0.35035,-0.017957,-0.01796,0.3504,-7.656e-10,-2.811e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
175.0,90.0,0.03807,0.35376,-0.013468,-0.01347,0.3538,-1.754e-10,-2.421e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
180.0,90.0,0.0337,0.35491,-0.011962,-0.01196,0.3549,-4.289e-10,-1.239e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
185.0,90.0,0.03807,0.35376,-0.013469,-0.01347,0.3538,-1.266e-09,-1.522e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
190.0,90.0,0.05126,0.35035,-0.017958,-0.01796,0.3504,-1.031e-09,-2.5e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
195.0,90.0,0.07346,0.34477,-0.025327,-0.02533,0.3448,-2.63e-09,1.158e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
200.0,90.0,0.10502,0.33718,-0.035412,-0.03541,0.3372,-1.219e-09,2.109e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
205.0,90.0,0.14636,0.32782,-0.047981,-0.04798,0.3278,-5.763e-09,6.351e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
210.0,90.0,0.1979,0.317,-0.062735,-0.06273,0.317,-1.892e-09,7.751e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
215.0,90.0,0.25996,0.3051,-0.079313,-0.07931,0.3051,-2.142e-09,-7.267e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
220.0,90.0,0.33259,0.29257,-0.097304,-0.0973,0.2926,-4.102e-09,8.458e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
225.0,90.0,0.41532,0.27993,-0.11626,-0.1163,0.2799,-3.235e-09,6.903e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
230.0,90.0,0.50681,0.26777,-0.13571,-0.1357,0.2678,-3.894e-09,1.329e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
235.0,90.0,0.60449,0.25668,-0.15516,-0.1552,0.2567,-2.453e-09,2.284e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
240.0,90.0,0.7042,0.2473,-0.17415,-0.1742,0.2473,-2.822e-09,9.137e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
245.0,90.0,0.80003,0.24028,-0.19223,-0.1922,0.2403,-3.223e-09,2.375e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
250.0,90.0,0.88461,0.23624,-0.20898,-0.209,0.2362,-3.287e-09,1.743e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
255.0,90.0,0.95005,0.2358,-0.22402,-0.224,0.2358,-3.964e-09,-6.866e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
260.0,90.0,0.98942,0.23954,-0.23701,-0.237,0.2395,-1.685e-09,1.73e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
265.0,90.0,0.99842,0.24802,-0.24763,-0.2476,0.248,-2.105e-10,-1.441e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
270.0,90.0,0.97656,0.26174,-0.25561,-0.2556,0.2617,-2.272e-09,1.156e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
275.0,90.0,0.92719,0.28115,-0.26068,-0.2607,0.2811,-9.653e-10,1.131e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
280.0,90.0,0.8565,0.3066,-0.2626,-0.2626,0.3066,-1.24e-09,-1.787e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
285.0,90.0,0.77193,0.33836,-0.26119,-0.2612,0.3384,-8.94e-10,3.903e-11,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
290.0,90.0,0.68063,0.37653,-0.25628,-0.2563,0.3765,-2.501e-10,1.786e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
295.0,90.0,0.58853,0.42106,-0.24781,-0.2478,0.4211,1.391e-09,-2.141e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
300.0,90.0,0.49995,0.47161,-0.23578,-0.2358,0.4716,3.061e-10,9.313e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
305.0,90.0,0.41765,0.5276,-0.22035,-0.2204,0.5276,1.188e-09,-2.724e-11,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
310.0,90.0,0.34318,0.58812,-0.20183,-0.2018,0.5881,2.216e-09,1.248e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
315.0,90.0,0.2772,0.65191,-0.18071,-0.1807,0.6519,5.514e-10,-2.947e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
320.0,90.0,0.21977,0.7174,-0.15766,-0.1577,0.7174,-3.927e-10,-3.975e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
325.0,90.0,0.17063,0.78269,-0.13355,-0.1336,0.7827,1.258e-09,1.546e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
330.0,90.0,0.12934,0.84569,-0.10938,-0.1094,0.8457,4.015e-10,-4.301e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
335.0,90.0,0.09542,0.90413,-0.086272,-0.08627,0.9041,3.051e-09,-2.719e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
340.0,90.0,0.06839,0.95576,-0.06536,-0.06536,0.9558,-2.379e-09,1.831e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
345.0,90.0,0.04782,0.99848,-0.047743,-0.04774,0.9985,-3.302e-09,3.591e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
350.0,90.0,0.03337,1.0304,-0.03439,-0.03439,1.03,-6.98e-10,-4.048e-10,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
355.0,90.0,0.02481,1.0502,-0.026057,-0.02606,1.05,-1.184e-09,3.86e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
360.0,90.0,0.02197,1.0569,-0.023224,-0.02322,1.057,-5.84e-09,3.085e-09,0.99656,0.070912,0.066142,RCTGLPRSM,1.2925,0.1024,0.4978
0.0,0.0,0.21857,19.033,-4.16,-4.16,19.03,-1.314e-07,-5.482e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
5.0,0.0,0.21992,18.888,-4.1538,-4.154,18.89,1.887e-07,3.122e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
10.0,0.0,0.22398,18.455,-4.1334,-4.133,18.45,2.273e-07,3.352e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
15.0,0.0,0.23076,17.737,-4.0929,-4.093,17.74,-4.605e-08,-2.606e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
20.0,0.0,0.2403,16.744,-4.0235,-4.024,16.74,1.113e-06,1.364e-06,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
25.0,0.0,0.25262,15.495,-3.9142,-3.914,15.49,-1.938e-06,-2.553e-06,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
30.0,0.0,0.26769,14.021,-3.7533,-3.753,14.02,-1.281e-06,-1.303e-06,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
35.0,0.0,0.28542,12.37,-3.5306,-3.531,12.37,-9.816e-07,-9.868e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
40.0,0.0,0.3056,10.603,-3.2403,-3.24,10.6,-9.835e-08,-2.311e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
45.0,0.0,0.32785,8.7961,-2.8838,-2.884,8.796,1.583e-07,4.188e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
50.0,0.0,0.35146,7.031,-2.4711,-2.471,7.031,-1.127e-08,-3.598e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
55.0,0.0,0.37528,5.3883,-2.0221,-2.022,5.388,-1.09e-06,7.04e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
60.0,0.0,0.39745,3.9373,-1.5649,-1.565,3.937,9.738e-09,-1.077e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
65.0,0.0,0.41503,2.7272,-1.1319,-1.132,2.727,1.762e-07,-6.686e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
70.0,0.0,0.4235,1.7814,-0.75442,-0.7544,1.781,3.651e-08,9.544e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
75.0,0.0,0.41672,1.0962,-0.45683,-0.4568,1.096,-5.002e-07,-3.007e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
80.0,0.0,0.3901,0.64446,-0.2514,-0.2514,0.6445,2.328e-07,4.477e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
85.0,0.0,0.35612,0.382,-0.13604,-0.136,0.382,-1.33e-07,-9.663e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
90.0,0.0,0.3709,0.25707,-0.095349,-0.09535,0.2571,-7.672e-08,-9.158e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
95.0,0.0,0.47943,0.21877,-0.10489,-0.1049,0.2188,3.844e-08,2.956e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
100.0,0.0,0.6135,0.22386,-0.13734,-0.1373,0.2239,4e-08,4.749e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
105.0,0.0,0.70134,0.24066,-0.16879,-0.1688,0.2407,-1.08e-07,-8.37e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
110.0,0.0,0.73281,0.25005,-0.18324,-0.1832,0.25,-1.535e-08,-7.983e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
115.0,0.0,0.71466,0.24406,-0.17442,-0.1744,0.2441,2.801e-08,8.795e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
120.0,0.0,0.64861,0.2232,-0.14477,-0.1448,0.2232,-8.079e-08,-8.366e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
125.0,0.0,0.5302,0.19311,-0.10238,-0.1024,0.1931,8.521e-08,-5.695e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
130.0,0.0,0.35516,0.16149,-0.057355,-0.05735,0.1615,2.169e-08,-2.084e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
135.0,0.0,0.13678,0.13566,-0.018556,-0.01856,0.1357,3.198e-08,2.89e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
140.0,0.0,0.06867,0.1209,0.0083021,0.008302,0.1209,-1.244e-07,1.148e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
145.0,0.0,0.17747,0.11964,0.021233,0.02123,0.1196,3.126e-08,-8.178e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
150.0,0.0,0.16309,0.13143,0.021435,0.02144,0.1314,5.594e-08,4.84e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
155.0,0.0,0.07936,0.15342,0.012175,0.01218,0.1534,-2.667e-08,-1.414e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
160.0,0.0,0.0133,0.18119,-0.0024098,-0.00241,0.1812,1.937e-08,8.335e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
165.0,0.0,0.0871,0.20969,-0.018264,-0.01826,0.2097,-1.568e-09,-6.201e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
170.0,0.0,0.13676,0.23407,-0.032012,-0.03201,0.2341,2.089e-09,-1.495e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
175.0,0.0,0.1646,0.2504,-0.041217,-0.04122,0.2504,1.212e-08,2.707e-10,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
180.0,0.0,0.17351,0.25614,-0.044444,-0.04444,0.2561,1.104e-08,-1.509e-10,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
185.0,0.0,0.1646,0.2504,-0.041217,-0.04122,0.2504,4.351e-08,1.648e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
190.0,0.0,0.13676,0.23407,-0.032011,-0.03201,0.2341,-2.21e-08,-1.201e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
195.0,0.0,0.0871,0.20969,-0.018265,-0.01826,0.2097,1.602e-08,-4.94e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
200.0,0.0,0.0133,0.18119,-0.0024107,-0.002411,0.1812,3.954e-08,1.566e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
205.0,0.0,0.07935,0.15342,0.012174,0.01217,0.1534,5.989e-08,-5.184e-11,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
210.0,0.0,0.1631,0.13143,0.021436,0.02144,0.1314,1.825e-08,-1.903e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
215.0,0.0,0.17748,0.11964,0.021234,0.02123,0.1196,1.795e-08,-1.127e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
220.0,0.0,0.06866,0.1209,0.0083016,0.008302,0.1209,2.357e-08,-2.737e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
225.0,0.0,0.13678,0.13566,-0.018556,-0.01856,0.1357,2.454e-08,-1.925e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
230.0,0.0,0.35516,0.16149,-0.057354,-0.05735,0.1615,-1.189e-08,9.147e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
235.0,0.0,0.5302,0.19311,-0.10238,-0.1024,0.1931,-2.711e-09,-1.137e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
240.0,0.0,0.64861,0.2232,-0.14477,-0.1448,0.2232,-1.61e-07,-2.685e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
245.0,0.0,0.71466,0.24406,-0.17442,-0.1744,0.2441,-1.001e-07,-1.17e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
250.0,0.0,0.73281,0.25005,-0.18324,-0.1832,0.25,-1.522e-09,-2.38e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
255.0,0.0,0.70134,0.24066,-0.16879,-0.1688,0.2407,-2.867e-08,-2.029e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
260.0,0.0,0.61351,0.22386,-0.13734,-0.1373,0.2239,1.55e-07,-8.139e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
265.0,0.0,0.47943,0.21877,-0.10489,-0.1049,0.2188,1.359e-07,-2.257e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
270.0,0.0,0.3709,0.25708,-0.095349,-0.09535,0.2571,-8.547e-08,1.288e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
275.0,0.0,0.35612,0.382,-0.13604,-0.136,0.382,-1.374e-07,-9.729e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
280.0,0.0,0.3901,0.64446,-0.2514,-0.2514,0.6445,3.946e-07,2.587e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
285.0,0.0,0.41673,1.0963,-0.45684,-0.4568,1.096,6.913e-08,1.138e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
290.0,0.0,0.4235,1.7814,-0.75443,-0.7544,1.781,2.268e-07,3.331e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
295.0,0.0,0.41503,2.7272,-1.1319,-1.132,2.727,-2.96e-07,-7.173e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
300.0,0.0,0.39746,3.9374,-1.565,-1.565,3.937,7.744e-07,4.199e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
305.0,0.0,0.37528,5.3883,-2.0221,-2.022,5.388,-3.593e-07,7.259e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
310.0,0.0,0.35146,7.031,-2.4711,-2.471,7.031,1.209e-06,-5.333e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
315.0,0.0,0.32785,8.796,-2.8837,-2.884,8.796,-6.189e-07,-2.889e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
320.0,0.0,0.3056,10.603,-3.2403,-3.24,10.6,8.818e-07,2.067e-06,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
325.0,0.0,0.28542,12.37,-3.5306,-3.531,12.37,6.458e-07,4.066e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
330.0,0.0,0.26768,14.021,-3.7532,-3.753,14.02,1.531e-06,4.271e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
335.0,0.0,0.25262,15.495,-3.9143,-3.914,15.49,4.957e-09,-5.82e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
340.0,0.0,0.24031,16.744,-4.0236,-4.024,16.74,-8.391e-07,4.08e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
345.0,0.0,0.23076,17.737,-4.093,-4.093,17.74,9.63e-07,1.265e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
350.0,0.0,0.22398,18.455,-4.1334,-4.133,18.45,6.834e-08,4.439e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
355.0,0.0,0.21992,18.888,-4.1539,-4.154,18.89,-6.955e-08,1.582e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
360.0,0.0,0.21857,19.033,-4.16,-4.16,19.03,-7.57e-08,-5.466e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
0.0,90.0,0.21857,19.033,4.16,4.16,19.03,4.02e-07,-3.317e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
5.0,90.0,0.21746,18.812,4.0908,4.091,18.81,4.239e-07,-6.957e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
10.0,90.0,0.21412,18.162,3.8888,3.889,18.16,4.588e-07,-3.112e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
15.0,90.0,0.20856,17.117,3.57,3.57,17.12,3.729e-07,-7.245e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
20.0,90.0,0.20077,15.736,3.1592,3.159,15.74,3.326e-07,-7.328e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
25.0,90.0,0.19078,14.094,2.689,2.689,14.09,3.623e-07,-2.691e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
30.0,90.0,0.17871,12.284,2.1953,2.195,12.28,4.271e-07,-1.529e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
35.0,90.0,0.1648,10.404,1.7145,1.715,10.4,2.822e-07,-4.277e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
40.0,90.0,0.14956,8.5502,1.2788,1.279,8.55,1.855e-07,-1.666e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
45.0,90.0,0.13396,6.8107,0.91234,0.9123,6.811,2.055e-07,-1.095e-07,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
50.0,90.0,0.11976,5.2538,0.6292,0.6292,5.254,2.05e-07,-7.551e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
55.0,90.0,0.11013,3.9246,0.43221,0.4322,3.925,4.762e-08,1.332e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
60.0,90.0,0.11044,2.8424,0.31391,0.3139,2.842,3.687e-08,-1.525e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
65.0,90.0,0.12936,2.0035,0.25917,0.2592,2.003,3.11e-08,4.024e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
70.0,90.0,0.17949,1.385,0.24859,0.2486,1.385,3.464e-08,-4.214e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
75.0,90.0,0.27502,0.95257,0.26198,0.262,0.9526,2.997e-08,2.271e-08,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
80.0,90.0,0.42222,0.66627,0.28131,0.2813,0.6663,2.249e-08,3.348e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
85.0,90.0,0.60164,0.48679,0.29287,0.2929,0.4868,1.974e-08,5.545e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
90.0,90.0,0.75978,0.3795,0.28834,0.2883,0.3795,1.814e-08,-1.442e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
95.0,90.0,0.83641,0.31675,0.26493,0.2649,0.3167,2.296e-08,-6.243e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
100.0,90.0,0.80671,0.27857,0.22473,0.2247,0.2786,2.299e-08,-8.633e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
105.0,90.0,0.68735,0.25212,0.1733,0.1733,0.2521,2.335e-08,-6.567e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
110.0,90.0,0.51209,0.23026,0.11791,0.1179,0.2303,1.959e-08,-8.173e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
115.0,90.0,0.31322,0.20991,0.065748,0.06575,0.2099,1.661e-08,-8.665e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
120.0,90.0,0.11727,0.19047,0.022336,0.02234,0.1905,1.199e-08,-6.903e-12,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
125.0,90.0,0.05351,0.17267,-0.0092401,-0.00924,0.1727,1.515e-08,-4.358e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
130.0,90.0,0.18008,0.1578,-0.028417,-0.02842,0.1578,9.7e-09,-8.706e-10,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
135.0,90.0,0.24786,0.14738,-0.03653,-0.03653,0.1474,3.467e-09,1.333e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
140.0,90.0,0.25119,0.1429,-0.035893,-0.03589,0.1429,2.312e-09,2.211e-09,3.0442,0.021609,-1.6608,RCTGLPRSM,1.9813,0.153,0.4852
