 >REASHP: option FROM_FILE
       504 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.11780  -0.10180  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
      1    1    1    1 1 1 1
      2    1    2    1 1 1 1
      3    1    3    1 1 1 1
      4    1    4    1 1 1 1
      5    1    5    1 1 1 1
      6    1    6    1 1 1 1
      7    1    7    1 1 1 1
      8    1    8    1 1 1 1
      9    1    9    1 1 1 1
     10    1   10    1 1 1 1
     11    1   11    1 1 1 1
     12    1   12    1 1 1 1
     13    1   13    1 1 1 1
     14    1   14    1 1 1 1
     15    1   15    1 1 1 1
     16    1   16    1 1 1 1
     17    1   17    1 1 1 1
     18    1   18    1 1 1 1
     19    1   19    1 1 1 1
     20    1   20    1 1 1 1
     21    1   21    1 1 1 1
     22    2    1    1 1 1 1
     23    2    2    1 1 1 1
     24    2    3    1 1 1 1
     25    2    4    1 1 1 1
     26    2    5    1 1 1 1
     27    2    6    1 1 1 1
     28    2    7    1 1 1 1
     29    2    8    1 1 1 1
     30    2    9    1 1 1 1
     31    2   10    1 1 1 1
     32    2   11    1 1 1 1
     33    2   12    1 1 1 1
     34    2   13    1 1 1 1
     35    2   14    1 1 1 1
     36    2   15    1 1 1 1
     37    2   16    1 1 1 1
     38    2   17    1 1 1 1
     39    2   18    1 1 1 1
     40    2   19    1 1 1 1
     41    2   20    1 1 1 1
     42    2   21    1 1 1 1
     43    3    1    1 1 1 1
     44    3    2    1 1 1 1
     45    3    3    1 1 1 1
     46    3    4    1 1 1 1
     47    3    5    1 1 1 1
     48    3    6    1 1 1 1
     49    3    7    1 1 1 1
     50    3    8    1 1 1 1
     51    3    9    1 1 1 1
     52    3   10    1 1 1 1
     53    3   11    1 1 1 1
     54    3   12    1 1 1 1
     55    3   13    1 1 1 1
     56    3   14    1 1 1 1
     57    3   15    1 1 1 1
     58    3   16    1 1 1 1
     59    3   17    1 1 1 1
     60    3   18    1 1 1 1
     61    3   19    1 1 1 1
     62    3   20    1 1 1 1
     63    3   21    1 1 1 1
     64    4    1    1 1 1 1
     65    4    2    1 1 1 1
     66    4    3    1 1 1 1
     67    4    4    1 1 1 1
     68    4    5    1 1 1 1
     69    4    6    1 1 1 1
     70    4    7    1 1 1 1
     71    4    8    1 1 1 1
     72    4    9    1 1 1 1
     73    4   10    1 1 1 1
     74    4   11    1 1 1 1
     75    4   12    1 1 1 1
     76    4   13    1 1 1 1
     77    4   14    1 1 1 1
     78    4   15    1 1 1 1
     79    4   16    1 1 1 1
     80    4   17    1 1 1 1
     81    4   18    1 1 1 1
     82    4   19    1 1 1 1
     83    4   20    1 1 1 1
     84    4   21    1 1 1 1
     85    5    1    1 1 1 1
     86    5    2    1 1 1 1
     87    5    3    1 1 1 1
     88    5    4    1 1 1 1
     89    5    5    1 1 1 1
     90    5    6    1 1 1 1
     91    5    7    1 1 1 1
     92    5    8    1 1 1 1
     93    5    9    1 1 1 1
     94    5   10    1 1 1 1
     95    5   11    1 1 1 1
     96    5   12    1 1 1 1
     97    5   13    1 1 1 1
     98    5   14    1 1 1 1
     99    5   15    1 1 1 1
    100    5   16    1 1 1 1
    101    5   17    1 1 1 1
    102    5   18    1 1 1 1
    103    5   19    1 1 1 1
    104    5   20    1 1 1 1
    105    5   21    1 1 1 1
    106    6    1    1 1 1 1
    107    6    2    1 1 1 1
    108    6    3    1 1 1 1
    109    6    4    1 1 1 1
    110    6    5    1 1 1 1
    111    6    6    1 1 1 1
    112    6    7    1 1 1 1
    113    6    8    1 1 1 1
    114    6    9    1 1 1 1
    115    6   10    1 1 1 1
    116    6   11    1 1 1 1
    117    6   12    1 1 1 1
    118    6   13    1 1 1 1
    119    6   14    1 1 1 1
    120    6   15    1 1 1 1
    121    6   16    1 1 1 1
    122    6   17    1 1 1 1
    123    6   18    1 1 1 1
    124    6   19    1 1 1 1
    125    6   20    1 1 1 1
    126    6   21    1 1 1 1
    127    7    1    1 1 1 1
    128    7    2    1 1 1 1
    129    7    3    1 1 1 1
    130    7    4    1 1 1 1
    131    7    5    1 1 1 1
    132    7    6    1 1 1 1
    133    7    7    1 1 1 1
    134    7    8    1 1 1 1
    135    7    9    1 1 1 1
    136    7   10    1 1 1 1
    137    7   11    1 1 1 1
    138    7   12    1 1 1 1
    139    7   13    1 1 1 1
    140    7   14    1 1 1 1
    141    7   15    1 1 1 1
    142    7   16    1 1 1 1
    143    7   17    1 1 1 1
    144    7   18    1 1 1 1
    145    7   19    1 1 1 1
    146    7   20    1 1 1 1
    147    7   21    1 1 1 1
    148    8    1    1 1 1 1
    149    8    2    1 1 1 1
    150    8    3    1 1 1 1
    151    8    4    1 1 1 1
    152    8    5    1 1 1 1
    153    8    6    1 1 1 1
    154    8    7    1 1 1 1
    155    8    8    1 1 1 1
    156    8    9    1 1 1 1
    157    8   10    1 1 1 1
    158    8   11    1 1 1 1
    159    8   12    1 1 1 1
    160    8   13    1 1 1 1
    161    8   14    1 1 1 1
    162    8   15    1 1 1 1
    163    8   16    1 1 1 1
    164    8   17    1 1 1 1
    165    8   18    1 1 1 1
    166    8   19    1 1 1 1
    167    8   20    1 1 1 1
    168    8   21    1 1 1 1
    169    9    1    1 1 1 1
    170    9    2    1 1 1 1
    171    9    3    1 1 1 1
    172    9    4    1 1 1 1
    173    9    5    1 1 1 1
    174    9    6    1 1 1 1
    175    9    7    1 1 1 1
    176    9    8    1 1 1 1
    177    9    9    1 1 1 1
    178    9   10    1 1 1 1
    179    9   11    1 1 1 1
    180    9   12    1 1 1 1
    181    9   13    1 1 1 1
    182    9   14    1 1 1 1
    183    9   15    1 1 1 1
    184    9   16    1 1 1 1
    185    9   17    1 1 1 1
    186    9   18    1 1 1 1
    187    9   19    1 1 1 1
    188    9   20    1 1 1 1
    189    9   21    1 1 1 1
    190   10    1    1 1 1 1
    191   10    2    1 1 1 1
    192   10    3    1 1 1 1
    193   10    4    1 1 1 1
    194   10    5    1 1 1 1
    195   10    6    1 1 1 1
    196   10    7    1 1 1 1
    197   10    8    1 1 1 1
    198   10    9    1 1 1 1
    199   10   10    1 1 1 1
    200   10   11    1 1 1 1
    201   10   12    1 1 1 1
    202   10   13    1 1 1 1
    203   10   14    1 1 1 1
    204   10   15    1 1 1 1
    205   10   16    1 1 1 1
    206   10   17    1 1 1 1
    207   10   18    1 1 1 1
    208   10   19    1 1 1 1
    209   10   20    1 1 1 1
    210   10   21    1 1 1 1
    211   11    1    1 1 1 1
    212   11    2    1 1 1 1
    213   11    3    1 1 1 1
    214   11    4    1 1 1 1
    215   11    5    1 1 1 1
    216   11    6    1 1 1 1
    217   11    7    1 1 1 1
    218   11    8    1 1 1 1
    219   11    9    1 1 1 1
    220   11   10    1 1 1 1
    221   11   11    1 1 1 1
    222   11   12    1 1 1 1
    223   11   13    1 1 1 1
    224   11   14    1 1 1 1
    225   11   15    1 1 1 1
    226   11   16    1 1 1 1
    227   11   17    1 1 1 1
    228   11   18    1 1 1 1
    229   11   19    1 1 1 1
    230   11   20    1 1 1 1
    231   11   21    1 1 1 1
    232   12    1    1 1 1 1
    233   12    2    1 1 1 1
    234   12    3    1 1 1 1
    235   12    4    1 1 1 1
    236   12    5    1 1 1 1
    237   12    6    1 1 1 1
    238   12    7    1 1 1 1
    239   12    8    1 1 1 1
    240   12    9    1 1 1 1
    241   12   10    1 1 1 1
    242   12   11    1 1 1 1
    243   12   12    1 1 1 1
    244   12   13    1 1 1 1
    245   12   14    1 1 1 1
    246   12   15    1 1 1 1
    247   12   16    1 1 1 1
    248   12   17    1 1 1 1
    249   12   18    1 1 1 1
    250   12   19    1 1 1 1
    251   12   20    1 1 1 1
    252   12   21    1 1 1 1
    253   13    1    1 1 1 1
    254   13    2    1 1 1 1
    255   13    3    1 1 1 1
    256   13    4    1 1 1 1
    257   13    5    1 1 1 1
    258   13    6    1 1 1 1
    259   13    7    1 1 1 1
    260   13    8    1 1 1 1
    261   13    9    1 1 1 1
    262   13   10    1 1 1 1
    263   13   11    1 1 1 1
    264   13   12    1 1 1 1
    265   13   13    1 1 1 1
    266   13   14    1 1 1 1
    267   13   15    1 1 1 1
    268   13   16    1 1 1 1
    269   13   17    1 1 1 1
    270   13   18    1 1 1 1
    271   13   19    1 1 1 1
    272   13   20    1 1 1 1
    273   13   21    1 1 1 1
    274   14    1    1 1 1 1
    275   14    2    1 1 1 1
    276   14    3    1 1 1 1
    277   14    4    1 1 1 1
    278   14    5    1 1 1 1
    279   14    6    1 1 1 1
    280   14    7    1 1 1 1
    281   14    8    1 1 1 1
    282   14    9    1 1 1 1
    283   14   10    1 1 1 1
    284   14   11    1 1 1 1
    285   14   12    1 1 1 1
    286   14   13    1 1 1 1
    287   14   14    1 1 1 1
    288   14   15    1 1 1 1
    289   14   16    1 1 1 1
    290   14   17    1 1 1 1
    291   14   18    1 1 1 1
    292   14   19    1 1 1 1
    293   14   20    1 1 1 1
    294   14   21    1 1 1 1
    295   15    1    1 1 1 1
    296   15    2    1 1 1 1
    297   15    3    1 1 1 1
    298   15    4    1 1 1 1
    299   15    5    1 1 1 1
    300   15    6    1 1 1 1
    301   15    7    1 1 1 1
    302   15    8    1 1 1 1
    303   15    9    1 1 1 1
    304   15   10    1 1 1 1
    305   15   11    1 1 1 1
    306   15   12    1 1 1 1
    307   15   13    1 1 1 1
    308   15   14    1 1 1 1
    309   15   15    1 1 1 1
    310   15   16    1 1 1 1
    311   15   17    1 1 1 1
    312   15   18    1 1 1 1
    313   15   19    1 1 1 1
    314   15   20    1 1 1 1
    315   15   21    1 1 1 1
    316   16    1    1 1 1 1
    317   16    2    1 1 1 1
    318   16    3    1 1 1 1
    319   16    4    1 1 1 1
    320   16    5    1 1 1 1
    321   16    6    1 1 1 1
    322   16    7    1 1 1 1
    323   16    8    1 1 1 1
    324   16    9    1 1 1 1
    325   16   10    1 1 1 1
    326   16   11    1 1 1 1
    327   16   12    1 1 1 1
    328   16   13    1 1 1 1
    329   16   14    1 1 1 1
    330   16   15    1 1 1 1
    331   16   16    1 1 1 1
