>GEOMETRY   sphere; AX,AY,AZ= 0.1796 0.1796 0.1796
     2109 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00000 -0.00000 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  9  9 1 1 1
     2  2  6  7 1 1 1
     3  2  6  8 1 1 1
     4  2  6  9 1 1 1
     5  2  6  11 1 1 1
     6  2  6  12 1 1 1
     7  2  7  6 1 1 1
     8  2  7  7 1 1 1
     9  2  7  8 1 1 1
     10  2  7  9 1 1 1
     11  2  7  11 1 1 1
     12  2  7  12 1 1 1
     13  2  7  13 1 1 1
     14  2  8  6 1 1 1
     15  2  8  7 1 1 1
     16  2  8  8 1 1 1
     17  2  8  9 1 1 1
     18  2  8  11 1 1 1
     19  2  8  12 1 1 1
     20  2  8  13 1 1 1
     21  2  9  6 1 1 1
     22  2  9  7 1 1 1
     23  2  9  8 1 1 1
     24  2  9  9 1 1 1
     25  2  9  11 1 1 1
     26  2  9  12 1 1 1
     27  2  9  13 1 1 1
     28  2  11  6 1 1 1
     29  2  11  7 1 1 1
     30  2  11  8 1 1 1
     31  2  11  9 1 1 1
     32  2  11  11 1 1 1
     33  2  11  12 1 1 1
     34  2  11  13 1 1 1
     35  2  12  6 1 1 1
     36  2  12  7 1 1 1
     37  2  12  8 1 1 1
     38  2  12  9 1 1 1
     39  2  12  11 1 1 1
     40  2  12  12 1 1 1
     41  2  12  13 1 1 1
     42  2  13  7 1 1 1
     43  2  13  8 1 1 1
     44  2  13  9 1 1 1
     45  2  13  11 1 1 1
     46  2  13  12 1 1 1
     47  3  4  8 1 1 1
     48  3  4  9 1 1 1
     49  3  4  11 1 1 1
     50  3  5  6 1 1 1
     51  3  5  7 1 1 1
     52  3  5  8 1 1 1
     53  3  5  9 1 1 1
     54  3  5  11 1 1 1
     55  3  5  12 1 1 1
     56  3  5  13 1 1 1
     57  3  6  5 1 1 1
     58  3  6  6 1 1 1
     59  3  6  7 1 1 1
     60  3  6  8 1 1 1
     61  3  6  9 1 1 1
