 >REASHP: option FROM_FILE
       208 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.07975  -0.00000  -0.06365 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
      1    1    1    1 1 1 1
      2    1    1    2 1 1 1
      3    1    1    3 1 1 1
      4    1    1    4 1 1 1
      5    1    1    5 1 1 1
      6    1    1    6 1 1 1
      7    1    1    7 1 1 1
      8    1    1    8 1 1 1
      9    1    1    9 1 1 1
     10    1    1   10 1 1 1
     11    1    1   11 1 1 1
     12    1    1   12 1 1 1
     13    1    1   13 1 1 1
     14    2    1    1 1 1 1
     15    2    1    2 1 1 1
     16    2    1    3 1 1 1
     17    2    1    4 1 1 1
     18    2    1    5 1 1 1
     19    2    1    6 1 1 1
     20    2    1    7 1 1 1
     21    2    1    8 1 1 1
     22    2    1    9 1 1 1
     23    2    1   10 1 1 1
     24    2    1   11 1 1 1
     25    2    1   12 1 1 1
     26    2    1   13 1 1 1
     27    3    1    1 1 1 1
     28    3    1    2 1 1 1
     29    3    1    3 1 1 1
     30    3    1    4 1 1 1
     31    3    1    5 1 1 1
     32    3    1    6 1 1 1
     33    3    1    7 1 1 1
     34    3    1    8 1 1 1
     35    3    1    9 1 1 1
     36    3    1   10 1 1 1
     37    3    1   11 1 1 1
     38    3    1   12 1 1 1
     39    3    1   13 1 1 1
     40    4    1    1 1 1 1
     41    4    1    2 1 1 1
     42    4    1    3 1 1 1
     43    4    1    4 1 1 1
     44    4    1    5 1 1 1
     45    4    1    6 1 1 1
     46    4    1    7 1 1 1
     47    4    1    8 1 1 1
     48    4    1    9 1 1 1
     49    4    1   10 1 1 1
     50    4    1   11 1 1 1
     51    4    1   12 1 1 1
     52    4    1   13 1 1 1
     53    5    1    1 1 1 1
     54    5    1    2 1 1 1
     55    5    1    3 1 1 1
     56    5    1    4 1 1 1
     57    5    1    5 1 1 1
     58    5    1    6 1 1 1
     59    5    1    7 1 1 1
     60    5    1    8 1 1 1
     61    5    1    9 1 1 1
     62    5    1   10 1 1 1
     63    5    1   11 1 1 1
     64    5    1   12 1 1 1
     65    5    1   13 1 1 1
     66    6    1    1 1 1 1
     67    6    1    2 1 1 1
     68    6    1    3 1 1 1
     69    6    1    4 1 1 1
     70    6    1    5 1 1 1
     71    6    1    6 1 1 1
     72    6    1    7 1 1 1
     73    6    1    8 1 1 1
     74    6    1    9 1 1 1
     75    6    1   10 1 1 1
     76    6    1   11 1 1 1
     77    6    1   12 1 1 1
     78    6    1   13 1 1 1
     79    7    1    1 1 1 1
     80    7    1    2 1 1 1
     81    7    1    3 1 1 1
     82    7    1    4 1 1 1
     83    7    1    5 1 1 1
     84    7    1    6 1 1 1
     85    7    1    7 1 1 1
     86    7    1    8 1 1 1
     87    7    1    9 1 1 1
     88    7    1   10 1 1 1
     89    7    1   11 1 1 1
     90    7    1   12 1 1 1
     91    7    1   13 1 1 1
     92    8    1    1 1 1 1
     93    8    1    2 1 1 1
     94    8    1    3 1 1 1
     95    8    1    4 1 1 1
     96    8    1    5 1 1 1
     97    8    1    6 1 1 1
     98    8    1    7 1 1 1
     99    8    1    8 1 1 1
    100    8    1    9 1 1 1
    101    8    1   10 1 1 1
    102    8    1   11 1 1 1
    103    8    1   12 1 1 1
    104    8    1   13 1 1 1
    105    9    1    1 1 1 1
    106    9    1    2 1 1 1
    107    9    1    3 1 1 1
    108    9    1    4 1 1 1
    109    9    1    5 1 1 1
    110    9    1    6 1 1 1
    111    9    1    7 1 1 1
    112    9    1    8 1 1 1
    113    9    1    9 1 1 1
    114    9    1   10 1 1 1
    115    9    1   11 1 1 1
    116    9    1   12 1 1 1
    117    9    1   13 1 1 1
    118   10    1    1 1 1 1
    119   10    1    2 1 1 1
    120   10    1    3 1 1 1
    121   10    1    4 1 1 1
    122   10    1    5 1 1 1
    123   10    1    6 1 1 1
    124   10    1    7 1 1 1
    125   10    1    8 1 1 1
    126   10    1    9 1 1 1
    127   10    1   10 1 1 1
    128   10    1   11 1 1 1
    129   10    1   12 1 1 1
    130   10    1   13 1 1 1
    131   11    1    1 1 1 1
    132   11    1    2 1 1 1
    133   11    1    3 1 1 1
    134   11    1    4 1 1 1
    135   11    1    5 1 1 1
    136   11    1    6 1 1 1
    137   11    1    7 1 1 1
    138   11    1    8 1 1 1
    139   11    1    9 1 1 1
    140   11    1   10 1 1 1
    141   11    1   11 1 1 1
    142   11    1   12 1 1 1
    143   11    1   13 1 1 1
    144   12    1    1 1 1 1
    145   12    1    2 1 1 1
    146   12    1    3 1 1 1
    147   12    1    4 1 1 1
    148   12    1    5 1 1 1
    149   12    1    6 1 1 1
    150   12    1    7 1 1 1
    151   12    1    8 1 1 1
    152   12    1    9 1 1 1
    153   12    1   10 1 1 1
    154   12    1   11 1 1 1
    155   12    1   12 1 1 1
    156   12    1   13 1 1 1
    157   13    1    1 1 1 1
    158   13    1    2 1 1 1
    159   13    1    3 1 1 1
    160   13    1    4 1 1 1
    161   13    1    5 1 1 1
    162   13    1    6 1 1 1
    163   13    1    7 1 1 1
    164   13    1    8 1 1 1
    165   13    1    9 1 1 1
    166   13    1   10 1 1 1
    167   13    1   11 1 1 1
    168   13    1   12 1 1 1
    169   13    1   13 1 1 1
    170   14    1    1 1 1 1
    171   14    1    2 1 1 1
    172   14    1    3 1 1 1
    173   14    1    4 1 1 1
    174   14    1    5 1 1 1
    175   14    1    6 1 1 1
    176   14    1    7 1 1 1
    177   14    1    8 1 1 1
    178   14    1    9 1 1 1
    179   14    1   10 1 1 1
    180   14    1   11 1 1 1
    181   14    1   12 1 1 1
    182   14    1   13 1 1 1
    183   15    1    1 1 1 1
    184   15    1    2 1 1 1
    185   15    1    3 1 1 1
    186   15    1    4 1 1 1
    187   15    1    5 1 1 1
    188   15    1    6 1 1 1
    189   15    1    7 1 1 1
    190   15    1    8 1 1 1
    191   15    1    9 1 1 1
    192   15    1   10 1 1 1
    193   15    1   11 1 1 1
    194   15    1   12 1 1 1
    195   15    1   13 1 1 1
    196   16    1    1 1 1 1
    197   16    1    2 1 1 1
    198   16    1    3 1 1 1
    199   16    1    4 1 1 1
    200   16    1    5 1 1 1
    201   16    1    6 1 1 1
    202   16    1    7 1 1 1
    203   16    1    8 1 1 1
    204   16    1    9 1 1 1
    205   16    1   10 1 1 1
    206   16    1   11 1 1 1
    207   16    1   12 1 1 1
    208   16    1   13 1 1 1
