 >REASHP: option FROM_FILE
        33 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
      1    1    3    3 1 1 1
      2    2    2    2 1 1 1
      3    2    2    3 1 1 1
      4    2    2    5 1 1 1
      5    2    3    2 1 1 1
      6    2    3    3 1 1 1
      7    2    3    5 1 1 1
      8    2    5    2 1 1 1
      9    2    5    3 1 1 1
     10    2    5    5 1 1 1
     11    3    1    3 1 1 1
     12    3    2    2 1 1 1
     13    3    2    3 1 1 1
     14    3    2    5 1 1 1
     15    3    3    1 1 1 1
     16    3    3    2 1 1 1
     17    3    3    3 1 1 1
     18    3    3    5 1 1 1
     19    3    3    6 1 1 1
     20    3    5    2 1 1 1
     21    3    5    3 1 1 1
     22    3    5    5 1 1 1
     23    3    6    3 1 1 1
     24    5    2    2 1 1 1
     25    5    2    3 1 1 1
     26    5    2    5 1 1 1
     27    5    3    2 1 1 1
     28    5    3    3 1 1 1
     29    5    3    5 1 1 1
     30    5    5    2 1 1 1
     31    5    5    3 1 1 1
     32    5    5    5 1 1 1
     33    6    3    3 1 1 1
