 >REASHP: option FROM_FILE
       484 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.10830  -0.00000  -0.10920 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
      1    1    1    1 1 1 1
      2    1    1    2 1 1 1
      3    1    1    3 1 1 1
      4    1    1    4 1 1 1
      5    1    1    5 1 1 1
      6    1    1    6 1 1 1
      7    1    1    7 1 1 1
      8    1    1    8 1 1 1
      9    1    1    9 1 1 1
     10    1    1   10 1 1 1
     11    1    1   11 1 1 1
     12    1    1   12 1 1 1
     13    1    1   13 1 1 1
     14    1    1   14 1 1 1
     15    1    1   15 1 1 1
     16    1    1   16 1 1 1
     17    1    1   17 1 1 1
     18    1    1   18 1 1 1
     19    1    1   19 1 1 1
     20    1    1   20 1 1 1
     21    1    1   21 1 1 1
     22    1    1   22 1 1 1
     23    2    1    1 1 1 1
     24    2    1    2 1 1 1
     25    2    1    3 1 1 1
     26    2    1    4 1 1 1
     27    2    1    5 1 1 1
     28    2    1    6 1 1 1
     29    2    1    7 1 1 1
     30    2    1    8 1 1 1
     31    2    1    9 1 1 1
     32    2    1   10 1 1 1
     33    2    1   11 1 1 1
     34    2    1   12 1 1 1
     35    2    1   13 1 1 1
     36    2    1   14 1 1 1
     37    2    1   15 1 1 1
     38    2    1   16 1 1 1
     39    2    1   17 1 1 1
     40    2    1   18 1 1 1
     41    2    1   19 1 1 1
     42    2    1   20 1 1 1
     43    2    1   21 1 1 1
     44    2    1   22 1 1 1
     45    3    1    1 1 1 1
     46    3    1    2 1 1 1
     47    3    1    3 1 1 1
     48    3    1    4 1 1 1
     49    3    1    5 1 1 1
     50    3    1    6 1 1 1
     51    3    1    7 1 1 1
     52    3    1    8 1 1 1
     53    3    1    9 1 1 1
     54    3    1   10 1 1 1
     55    3    1   11 1 1 1
     56    3    1   12 1 1 1
     57    3    1   13 1 1 1
     58    3    1   14 1 1 1
     59    3    1   15 1 1 1
     60    3    1   16 1 1 1
     61    3    1   17 1 1 1
     62    3    1   18 1 1 1
     63    3    1   19 1 1 1
     64    3    1   20 1 1 1
     65    3    1   21 1 1 1
     66    3    1   22 1 1 1
     67    4    1    1 1 1 1
     68    4    1    2 1 1 1
     69    4    1    3 1 1 1
     70    4    1    4 1 1 1
     71    4    1    5 1 1 1
     72    4    1    6 1 1 1
     73    4    1    7 1 1 1
     74    4    1    8 1 1 1
     75    4    1    9 1 1 1
     76    4    1   10 1 1 1
     77    4    1   11 1 1 1
     78    4    1   12 1 1 1
     79    4    1   13 1 1 1
     80    4    1   14 1 1 1
     81    4    1   15 1 1 1
     82    4    1   16 1 1 1
     83    4    1   17 1 1 1
     84    4    1   18 1 1 1
     85    4    1   19 1 1 1
     86    4    1   20 1 1 1
     87    4    1   21 1 1 1
     88    4    1   22 1 1 1
     89    5    1    1 1 1 1
     90    5    1    2 1 1 1
     91    5    1    3 1 1 1
     92    5    1    4 1 1 1
     93    5    1    5 1 1 1
     94    5    1    6 1 1 1
     95    5    1    7 1 1 1
     96    5    1    8 1 1 1
     97    5    1    9 1 1 1
     98    5    1   10 1 1 1
     99    5    1   11 1 1 1
    100    5    1   12 1 1 1
    101    5    1   13 1 1 1
    102    5    1   14 1 1 1
    103    5    1   15 1 1 1
    104    5    1   16 1 1 1
    105    5    1   17 1 1 1
    106    5    1   18 1 1 1
    107    5    1   19 1 1 1
    108    5    1   20 1 1 1
    109    5    1   21 1 1 1
    110    5    1   22 1 1 1
    111    6    1    1 1 1 1
    112    6    1    2 1 1 1
    113    6    1    3 1 1 1
    114    6    1    4 1 1 1
    115    6    1    5 1 1 1
    116    6    1    6 1 1 1
    117    6    1    7 1 1 1
    118    6    1    8 1 1 1
    119    6    1    9 1 1 1
    120    6    1   10 1 1 1
    121    6    1   11 1 1 1
    122    6    1   12 1 1 1
    123    6    1   13 1 1 1
    124    6    1   14 1 1 1
    125    6    1   15 1 1 1
    126    6    1   16 1 1 1
    127    6    1   17 1 1 1
    128    6    1   18 1 1 1
    129    6    1   19 1 1 1
    130    6    1   20 1 1 1
    131    6    1   21 1 1 1
    132    6    1   22 1 1 1
    133    7    1    1 1 1 1
    134    7    1    2 1 1 1
    135    7    1    3 1 1 1
    136    7    1    4 1 1 1
    137    7    1    5 1 1 1
    138    7    1    6 1 1 1
    139    7    1    7 1 1 1
    140    7    1    8 1 1 1
    141    7    1    9 1 1 1
    142    7    1   10 1 1 1
    143    7    1   11 1 1 1
    144    7    1   12 1 1 1
    145    7    1   13 1 1 1
    146    7    1   14 1 1 1
    147    7    1   15 1 1 1
    148    7    1   16 1 1 1
    149    7    1   17 1 1 1
    150    7    1   18 1 1 1
    151    7    1   19 1 1 1
    152    7    1   20 1 1 1
    153    7    1   21 1 1 1
    154    7    1   22 1 1 1
    155    8    1    1 1 1 1
    156    8    1    2 1 1 1
    157    8    1    3 1 1 1
    158    8    1    4 1 1 1
    159    8    1    5 1 1 1
    160    8    1    6 1 1 1
    161    8    1    7 1 1 1
    162    8    1    8 1 1 1
    163    8    1    9 1 1 1
    164    8    1   10 1 1 1
    165    8    1   11 1 1 1
    166    8    1   12 1 1 1
    167    8    1   13 1 1 1
    168    8    1   14 1 1 1
    169    8    1   15 1 1 1
    170    8    1   16 1 1 1
    171    8    1   17 1 1 1
    172    8    1   18 1 1 1
    173    8    1   19 1 1 1
    174    8    1   20 1 1 1
    175    8    1   21 1 1 1
    176    8    1   22 1 1 1
    177    9    1    1 1 1 1
    178    9    1    2 1 1 1
    179    9    1    3 1 1 1
    180    9    1    4 1 1 1
    181    9    1    5 1 1 1
    182    9    1    6 1 1 1
    183    9    1    7 1 1 1
    184    9    1    8 1 1 1
    185    9    1    9 1 1 1
    186    9    1   10 1 1 1
    187    9    1   11 1 1 1
    188    9    1   12 1 1 1
    189    9    1   13 1 1 1
    190    9    1   14 1 1 1
    191    9    1   15 1 1 1
    192    9    1   16 1 1 1
    193    9    1   17 1 1 1
    194    9    1   18 1 1 1
    195    9    1   19 1 1 1
    196    9    1   20 1 1 1
    197    9    1   21 1 1 1
    198    9    1   22 1 1 1
    199   10    1    1 1 1 1
    200   10    1    2 1 1 1
    201   10    1    3 1 1 1
    202   10    1    4 1 1 1
    203   10    1    5 1 1 1
    204   10    1    6 1 1 1
    205   10    1    7 1 1 1
    206   10    1    8 1 1 1
    207   10    1    9 1 1 1
    208   10    1   10 1 1 1
    209   10    1   11 1 1 1
    210   10    1   12 1 1 1
    211   10    1   13 1 1 1
    212   10    1   14 1 1 1
    213   10    1   15 1 1 1
    214   10    1   16 1 1 1
    215   10    1   17 1 1 1
    216   10    1   18 1 1 1
    217   10    1   19 1 1 1
    218   10    1   20 1 1 1
    219   10    1   21 1 1 1
    220   10    1   22 1 1 1
    221   11    1    1 1 1 1
    222   11    1    2 1 1 1
    223   11    1    3 1 1 1
    224   11    1    4 1 1 1
    225   11    1    5 1 1 1
    226   11    1    6 1 1 1
    227   11    1    7 1 1 1
    228   11    1    8 1 1 1
    229   11    1    9 1 1 1
    230   11    1   10 1 1 1
    231   11    1   11 1 1 1
    232   11    1   12 1 1 1
    233   11    1   13 1 1 1
    234   11    1   14 1 1 1
    235   11    1   15 1 1 1
    236   11    1   16 1 1 1
    237   11    1   17 1 1 1
    238   11    1   18 1 1 1
    239   11    1   19 1 1 1
    240   11    1   20 1 1 1
    241   11    1   21 1 1 1
    242   11    1   22 1 1 1
    243   12    1    1 1 1 1
    244   12    1    2 1 1 1
    245   12    1    3 1 1 1
    246   12    1    4 1 1 1
    247   12    1    5 1 1 1
    248   12    1    6 1 1 1
    249   12    1    7 1 1 1
    250   12    1    8 1 1 1
    251   12    1    9 1 1 1
    252   12    1   10 1 1 1
    253   12    1   11 1 1 1
    254   12    1   12 1 1 1
    255   12    1   13 1 1 1
    256   12    1   14 1 1 1
    257   12    1   15 1 1 1
    258   12    1   16 1 1 1
    259   12    1   17 1 1 1
    260   12    1   18 1 1 1
    261   12    1   19 1 1 1
    262   12    1   20 1 1 1
    263   12    1   21 1 1 1
    264   12    1   22 1 1 1
    265   13    1    1 1 1 1
    266   13    1    2 1 1 1
    267   13    1    3 1 1 1
    268   13    1    4 1 1 1
    269   13    1    5 1 1 1
    270   13    1    6 1 1 1
    271   13    1    7 1 1 1
    272   13    1    8 1 1 1
    273   13    1    9 1 1 1
    274   13    1   10 1 1 1
    275   13    1   11 1 1 1
    276   13    1   12 1 1 1
    277   13    1   13 1 1 1
    278   13    1   14 1 1 1
    279   13    1   15 1 1 1
    280   13    1   16 1 1 1
    281   13    1   17 1 1 1
    282   13    1   18 1 1 1
    283   13    1   19 1 1 1
    284   13    1   20 1 1 1
    285   13    1   21 1 1 1
    286   13    1   22 1 1 1
    287   14    1    1 1 1 1
    288   14    1    2 1 1 1
    289   14    1    3 1 1 1
    290   14    1    4 1 1 1
    291   14    1    5 1 1 1
    292   14    1    6 1 1 1
    293   14    1    7 1 1 1
    294   14    1    8 1 1 1
    295   14    1    9 1 1 1
    296   14    1   10 1 1 1
    297   14    1   11 1 1 1
    298   14    1   12 1 1 1
    299   14    1   13 1 1 1
    300   14    1   14 1 1 1
    301   14    1   15 1 1 1
    302   14    1   16 1 1 1
    303   14    1   17 1 1 1
    304   14    1   18 1 1 1
    305   14    1   19 1 1 1
    306   14    1   20 1 1 1
    307   14    1   21 1 1 1
    308   14    1   22 1 1 1
    309   15    1    1 1 1 1
    310   15    1    2 1 1 1
    311   15    1    3 1 1 1
    312   15    1    4 1 1 1
    313   15    1    5 1 1 1
    314   15    1    6 1 1 1
    315   15    1    7 1 1 1
    316   15    1    8 1 1 1
    317   15    1    9 1 1 1
    318   15    1   10 1 1 1
    319   15    1   11 1 1 1
    320   15    1   12 1 1 1
    321   15    1   13 1 1 1
    322   15    1   14 1 1 1
    323   15    1   15 1 1 1
    324   15    1   16 1 1 1
    325   15    1   17 1 1 1
    326   15    1   18 1 1 1
    327   15    1   19 1 1 1
    328   15    1   20 1 1 1
    329   15    1   21 1 1 1
    330   15    1   22 1 1 1
    331   16    1    1 1 1 1
