>GEOMETRY   sphere; AX,AY,AZ= 0.2544 0.2544 0.2544
     7147 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00000 -0.00000 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  13  13 1 1 1
     2  2  9  11 1 1 1
     3  2  9  12 1 1 1
     4  2  9  13 1 1 1
     5  2  9  14 1 1 1
     6  2  9  15 1 1 1
     7  2  10  10 1 1 1
     8  2  10  11 1 1 1
     9  2  10  12 1 1 1
     10  2  10  13 1 1 1
     11  2  10  14 1 1 1
     12  2  10  15 1 1 1
     13  2  10  16 1 1 1
     14  2  11  9 1 1 1
     15  2  11  10 1 1 1
     16  2  11  11 1 1 1
     17  2  11  12 1 1 1
     18  2  11  13 1 1 1
     19  2  11  14 1 1 1
     20  2  11  15 1 1 1
     21  2  11  16 1 1 1
     22  2  11  17 1 1 1
     23  2  12  9 1 1 1
     24  2  12  10 1 1 1
     25  2  12  11 1 1 1
     26  2  12  12 1 1 1
     27  2  12  13 1 1 1
     28  2  12  14 1 1 1
     29  2  12  15 1 1 1
     30  2  12  16 1 1 1
     31  2  12  17 1 1 1
     32  2  13  9 1 1 1
     33  2  13  10 1 1 1
     34  2  13  11 1 1 1
     35  2  13  12 1 1 1
     36  2  13  13 1 1 1
     37  2  13  14 1 1 1
     38  2  13  15 1 1 1
     39  2  13  16 1 1 1
     40  2  13  17 1 1 1
     41  2  14  9 1 1 1
     42  2  14  10 1 1 1
     43  2  14  11 1 1 1
     44  2  14  12 1 1 1
     45  2  14  13 1 1 1
     46  2  14  14 1 1 1
     47  2  14  15 1 1 1
     48  2  14  16 1 1 1
     49  2  14  17 1 1 1
     50  2  15  9 1 1 1
     51  2  15  10 1 1 1
     52  2  15  11 1 1 1
     53  2  15  12 1 1 1
     54  2  15  13 1 1 1
     55  2  15  14 1 1 1
     56  2  15  15 1 1 1
     57  2  15  16 1 1 1
     58  2  15  17 1 1 1
     59  2  16  10 1 1 1
     60  2  16  11 1 1 1
     61  2  16  12 1 1 1
     62  2  16  13 1 1 1
     63  2  16  14 1 1 1
     64  2  16  15 1 1 1
     65  2  16  16 1 1 1
     66  2  17  11 1 1 1
     67  2  17  12 1 1 1
     68  2  17  13 1 1 1
     69  2  17  14 1 1 1
     70  2  17  15 1 1 1
     71  3  7  11 1 1 1
     72  3  7  12 1 1 1
     73  3  7  13 1 1 1
     74  3  7  14 1 1 1
     75  3  7  15 1 1 1
     76  3  8  9 1 1 1
