>GEOMETRY   sphere; AX,AY,AZ= 0.3106 0.3106 0.3106
     14114 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00000 -0.00000 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  16  16 1 1 1
     2  2  11  15 1 1 1
     3  2  11  16 1 1 1
     4  2  11  17 1 1 1
     5  2  12  13 1 1 1
     6  2  12  14 1 1 1
     7  2  12  15 1 1 1
     8  2  12  16 1 1 1
     9  2  12  17 1 1 1
     10  2  12  18 1 1 1
     11  2  12  19 1 1 1
     12  2  13  12 1 1 1
     13  2  13  13 1 1 1
     14  2  13  14 1 1 1
     15  2  13  15 1 1 1
     16  2  13  16 1 1 1
     17  2  13  17 1 1 1
     18  2  13  18 1 1 1
     19  2  13  19 1 1 1
     20  2  13  20 1 1 1
     21  2  14  12 1 1 1
     22  2  14  13 1 1 1
     23  2  14  14 1 1 1
     24  2  14  15 1 1 1
     25  2  14  16 1 1 1
     26  2  14  17 1 1 1
     27  2  14  18 1 1 1
     28  2  14  19 1 1 1
     29  2  14  20 1 1 1
     30  2  14  21 1 1 1
     31  2  15  11 1 1 1
     32  2  15  12 1 1 1
     33  2  15  13 1 1 1
     34  2  15  14 1 1 1
     35  2  15  15 1 1 1
     36  2  15  16 1 1 1
     37  2  15  17 1 1 1
     38  2  15  18 1 1 1
     39  2  15  19 1 1 1
     40  2  15  20 1 1 1
     41  2  15  21 1 1 1
     42  2  16  11 1 1 1
     43  2  16  12 1 1 1
     44  2  16  13 1 1 1
     45  2  16  14 1 1 1
     46  2  16  15 1 1 1
     47  2  16  16 1 1 1
     48  2  16  17 1 1 1
     49  2  16  18 1 1 1
     50  2  16  19 1 1 1
     51  2  16  20 1 1 1
     52  2  16  21 1 1 1
     53  2  17  11 1 1 1
     54  2  17  12 1 1 1
     55  2  17  13 1 1 1
     56  2  17  14 1 1 1
     57  2  17  15 1 1 1
     58  2  17  16 1 1 1
     59  2  17  17 1 1 1
     60  2  17  18 1 1 1
     61  2  17  19 1 1 1
     62  2  17  20 1 1 1
     63  2  17  21 1 1 1
     64  2  18  12 1 1 1
     65  2  18  13 1 1 1
     66  2  18  14 1 1 1
     67  2  18  15 1 1 1
     68  2  18  16 1 1 1
     69  2  18  17 1 1 1
     70  2  18  18 1 1 1
     71  2  18  19 1 1 1
     72  2  18  20 1 1 1
     73  2  18  21 1 1 1
     74  2  19  12 1 1 1
     75  2  19  13 1 1 1
     76  2  19  14 1 1 1
     77  2  19  15 1 1 1
     78  2  19  16 1 1 1
     79  2  19  17 1 1 1
     80  2  19  18 1 1 1
     81  2  19  19 1 1 1
     82  2  19  20 1 1 1
     83  2  20  13 1 1 1
     84  2  20  14 1 1 1
     85  2  20  15 1 1 1
     86  2  20  16 1 1 1
     87  2  20  17 1 1 1
     88  2  20  18 1 1 1
     89  2  20  19 1 1 1
     90  2  21  14 1 1 1
     91  2  21  15 1 1 1
     92  2  21  16 1 1 1
     93  2  21  17 1 1 1
     94  2  21  18 1 1 1
     95  3  9  14 1 1 1
     96  3  9  15 1 1 1
     97  3  9  16 1 1 1
     98  3  9  17 1 1 1
     99  3  9  18 1 1 1
     100  3  10  12 1 1 1
     101  3  10  13 1 1 1
     102  3  10  14 1 1 1
     103  3  10  15 1 1 1
     104  3  10  16 1 1 1
     105  3  10  17 1 1 1
     106  3  10  18 1 1 1
     107  3  10  19 1 1 1
     108  3  10  20 1 1 1
     109  3  11  11 1 1 1
     110  3  11  12 1 1 1
     111  3  11  13 1 1 1
     112  3  11  14 1 1 1
     113  3  11  15 1 1 1
     114  3  11  16 1 1 1
     115  3  11  17 1 1 1
     116  3  11  18 1 1 1
     117  3  11  19 1 1 1
     118  3  11  20 1 1 1
     119  3  11  21 1 1 1
     120  3  12  10 1 1 1
     121  3  12  11 1 1 1
     122  3  12  12 1 1 1
     123  3  12  13 1 1 1
     124  3  12  14 1 1 1
     125  3  12  15 1 1 1
     126  3  12  16 1 1 1
     127  3  12  17 1 1 1
     128  3  12  18 1 1 1
     129  3  12  19 1 1 1
     130  3  12  20 1 1 1
     131  3  12  21 1 1 1
     132  3  12  22 1 1 1
     133  3  13  10 1 1 1
     134  3  13  11 1 1 1
     135  3  13  12 1 1 1
     136  3  13  13 1 1 1
     137  3  13  14 1 1 1
     138  3  13  15 1 1 1
     139  3  13  16 1 1 1
     140  3  13  17 1 1 1
     141  3  13  18 1 1 1
     142  3  13  19 1 1 1
     143  3  13  20 1 1 1
     144  3  13  21 1 1 1
     145  3  13  22 1 1 1
     146  3  14  9 1 1 1
     147  3  14  10 1 1 1
     148  3  14  11 1 1 1
     149  3  14  12 1 1 1
     150  3  14  13 1 1 1
     151  3  14  14 1 1 1
     152  3  14  15 1 1 1
     153  3  14  16 1 1 1
     154  3  14  17 1 1 1
     155  3  14  18 1 1 1
     156  3  14  19 1 1 1
     157  3  14  20 1 1 1
     158  3  14  21 1 1 1
     159  3  14  22 1 1 1
     160  3  14  23 1 1 1
     161  3  15  9 1 1 1
     162  3  15  10 1 1 1
     163  3  15  11 1 1 1
     164  3  15  12 1 1 1
     165  3  15  13 1 1 1
     166  3  15  14 1 1 1
     167  3  15  15 1 1 1
     168  3  15  16 1 1 1
     169  3  15  17 1 1 1
     170  3  15  18 1 1 1
     171  3  15  19 1 1 1
     172  3  15  20 1 1 1
     173  3  15  21 1 1 1
     174  3  15  22 1 1 1
     175  3  15  23 1 1 1
     176  3  16  9 1 1 1
     177  3  16  10 1 1 1
     178  3  16  11 1 1 1
     179  3  16  12 1 1 1
     180  3  16  13 1 1 1
     181  3  16  14 1 1 1
     182  3  16  15 1 1 1
     183  3  16  16 1 1 1
     184  3  16  17 1 1 1
     185  3  16  18 1 1 1
     186  3  16  19 1 1 1
     187  3  16  20 1 1 1
     188  3  16  21 1 1 1
     189  3  16  22 1 1 1
     190  3  16  23 1 1 1
     191  3  17  9 1 1 1
     192  3  17  10 1 1 1
     193  3  17  11 1 1 1
     194  3  17  12 1 1 1
     195  3  17  13 1 1 1
     196  3  17  14 1 1 1
     197  3  17  15 1 1 1
     198  3  17  16 1 1 1
     199  3  17  17 1 1 1
     200  3  17  18 1 1 1
     201  3  17  19 1 1 1
     202  3  17  20 1 1 1
     203  3  17  21 1 1 1
     204  3  17  22 1 1 1
     205  3  17  23 1 1 1
     206  3  18  9 1 1 1
     207  3  18  10 1 1 1
     208  3  18  11 1 1 1
     209  3  18  12 1 1 1
     210  3  18  13 1 1 1
     211  3  18  14 1 1 1
     212  3  18  15 1 1 1
     213  3  18  16 1 1 1
     214  3  18  17 1 1 1
     215  3  18  18 1 1 1
     216  3  18  19 1 1 1
     217  3  18  20 1 1 1
     218  3  18  21 1 1 1
     219  3  18  22 1 1 1
     220  3  18  23 1 1 1
     221  3  19  10 1 1 1
     222  3  19  11 1 1 1
     223  3  19  12 1 1 1
     224  3  19  13 1 1 1
     225  3  19  14 1 1 1
     226  3  19  15 1 1 1
     227  3  19  16 1 1 1
     228  3  19  17 1 1 1
     229  3  19  18 1 1 1
     230  3  19  19 1 1 1
     231  3  19  20 1 1 1
     232  3  19  21 1 1 1
     233  3  19  22 1 1 1
     234  3  20  10 1 1 1
     235  3  20  11 1 1 1
     236  3  20  12 1 1 1
     237  3  20  13 1 1 1
     238  3  20  14 1 1 1
     239  3  20  15 1 1 1
     240  3  20  16 1 1 1
     241  3  20  17 1 1 1
     242  3  20  18 1 1 1
     243  3  20  19 1 1 1
     244  3  20  20 1 1 1
     245  3  20  21 1 1 1
     246  3  20  22 1 1 1
     247  3  21  11 1 1 1
     248  3  21  12 1 1 1
     249  3  21  13 1 1 1
     250  3  21  14 1 1 1
     251  3  21  15 1 1 1
     252  3  21  16 1 1 1
     253  3  21  17 1 1 1
     254  3  21  18 1 1 1
     255  3  21  19 1 1 1
     256  3  21  20 1 1 1
     257  3  21  21 1 1 1
     258  3  22  12 1 1 1
     259  3  22  13 1 1 1
     260  3  22  14 1 1 1
     261  3  22  15 1 1 1
     262  3  22  16 1 1 1
     263  3  22  17 1 1 1
     264  3  22  18 1 1 1
     265  3  22  19 1 1 1
     266  3  22  20 1 1 1
     267  3  23  14 1 1 1
     268  3  23  15 1 1 1
     269  3  23  16 1 1 1
     270  3  23  17 1 1 1
     271  3  23  18 1 1 1
     272  4  7  16 1 1 1
     273  4  8  12 1 1 1
     274  4  8  13 1 1 1
     275  4  8  14 1 1 1
     276  4  8  15 1 1 1
     277  4  8  16 1 1 1
     278  4  8  17 1 1 1
     279  4  8  18 1 1 1
     280  4  8  19 1 1 1
     281  4  8  20 1 1 1
     282  4  9  11 1 1 1
     283  4  9  12 1 1 1
     284  4  9  13 1 1 1
     285  4  9  14 1 1 1
     286  4  9  15 1 1 1
     287  4  9  16 1 1 1
     288  4  9  17 1 1 1
     289  4  9  18 1 1 1
     290  4  9  19 1 1 1
     291  4  9  20 1 1 1
     292  4  9  21 1 1 1
     293  4  10  10 1 1 1
     294  4  10  11 1 1 1
     295  4  10  12 1 1 1
     296  4  10  13 1 1 1
     297  4  10  14 1 1 1
     298  4  10  15 1 1 1
     299  4  10  16 1 1 1
     300  4  10  17 1 1 1
     301  4  10  18 1 1 1
     302  4  10  19 1 1 1
     303  4  10  20 1 1 1
     304  4  10  21 1 1 1
     305  4  10  22 1 1 1
     306  4  11  9 1 1 1
     307  4  11  10 1 1 1
     308  4  11  11 1 1 1
     309  4  11  12 1 1 1
     310  4  11  13 1 1 1
     311  4  11  14 1 1 1
     312  4  11  15 1 1 1
     313  4  11  16 1 1 1
     314  4  11  17 1 1 1
     315  4  11  18 1 1 1
     316  4  11  19 1 1 1
     317  4  11  20 1 1 1
     318  4  11  21 1 1 1
     319  4  11  22 1 1 1
     320  4  11  23 1 1 1
     321  4  12  8 1 1 1
     322  4  12  9 1 1 1
     323  4  12  10 1 1 1
     324  4  12  11 1 1 1
     325  4  12  12 1 1 1
     326  4  12  13 1 1 1
     327  4  12  14 1 1 1
     328  4  12  15 1 1 1
     329  4  12  16 1 1 1
     330  4  12  17 1 1 1
     331  4  12  18 1 1 1
     332  4  12  19 1 1 1
     333  4  12  20 1 1 1
     334  4  12  21 1 1 1
     335  4  12  22 1 1 1
     336  4  12  23 1 1 1
     337  4  12  24 1 1 1
     338  4  13  8 1 1 1
     339  4  13  9 1 1 1
     340  4  13  10 1 1 1
     341  4  13  11 1 1 1
     342  4  13  12 1 1 1
     343  4  13  13 1 1 1
     344  4  13  14 1 1 1
     345  4  13  15 1 1 1
     346  4  13  16 1 1 1
     347  4  13  17 1 1 1
     348  4  13  18 1 1 1
     349  4  13  19 1 1 1
     350  4  13  20 1 1 1
     351  4  13  21 1 1 1
     352  4  13  22 1 1 1
     353  4  13  23 1 1 1
     354  4  13  24 1 1 1
     355  4  14  8 1 1 1
     356  4  14  9 1 1 1
     357  4  14  10 1 1 1
     358  4  14  11 1 1 1
     359  4  14  12 1 1 1
     360  4  14  13 1 1 1
     361  4  14  14 1 1 1
     362  4  14  15 1 1 1
     363  4  14  16 1 1 1
     364  4  14  17 1 1 1
     365  4  14  18 1 1 1
     366  4  14  19 1 1 1
     367  4  14  20 1 1 1
     368  4  14  21 1 1 1
     369  4  14  22 1 1 1
     370  4  14  23 1 1 1
     371  4  14  24 1 1 1
     372  4  15  8 1 1 1
     373  4  15  9 1 1 1
     374  4  15  10 1 1 1
     375  4  15  11 1 1 1
     376  4  15  12 1 1 1
     377  4  15  13 1 1 1
     378  4  15  14 1 1 1
     379  4  15  15 1 1 1
     380  4  15  16 1 1 1
     381  4  15  17 1 1 1
     382  4  15  18 1 1 1
     383  4  15  19 1 1 1
     384  4  15  20 1 1 1
     385  4  15  21 1 1 1
     386  4  15  22 1 1 1
     387  4  15  23 1 1 1
     388  4  15  24 1 1 1
     389  4  16  7 1 1 1
     390  4  16  8 1 1 1
     391  4  16  9 1 1 1
     392  4  16  10 1 1 1
     393  4  16  11 1 1 1
     394  4  16  12 1 1 1
     395  4  16  13 1 1 1
     396  4  16  14 1 1 1
     397  4  16  15 1 1 1
     398  4  16  16 1 1 1
     399  4  16  17 1 1 1
     400  4  16  18 1 1 1
     401  4  16  19 1 1 1
     402  4  16  20 1 1 1
     403  4  16  21 1 1 1
     404  4  16  22 1 1 1
     405  4  16  23 1 1 1
     406  4  16  24 1 1 1
     407  4  16  25 1 1 1
     408  4  17  8 1 1 1
     409  4  17  9 1 1 1
     410  4  17  10 1 1 1
     411  4  17  11 1 1 1
     412  4  17  12 1 1 1
     413  4  17  13 1 1 1
     414  4  17  14 1 1 1
     415  4  17  15 1 1 1
     416  4  17  16 1 1 1
     417  4  17  17 1 1 1
     418  4  17  18 1 1 1
     419  4  17  19 1 1 1
     420  4  17  20 1 1 1
     421  4  17  21 1 1 1
     422  4  17  22 1 1 1
