 >TARELL  ellipsoidal grain; AX,AY,AZ= 20.0000 20.0000 20.0000
      4224 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   1547   -9   -5   -2 1 1 1
   1548   -8   -5   -2 1 1 1
   1549   -7   -5   -2 1 1 1
   1550   -6   -5   -2 1 1 1
   1551   -5   -5   -2 1 1 1
   1552   -4   -5   -2 1 1 1
   1553   -3   -5   -2 1 1 1
   1554   -2   -5   -2 1 1 1
   1555   -1   -5   -2 1 1 1
   1556    0   -5   -2 1 1 1
   1557    1   -5   -2 1 1 1
   1558    2   -5   -2 1 1 1
   1559    3   -5   -2 1 1 1
   1560    4   -5   -2 1 1 1
   1561    5   -5   -2 1 1 1
   1562    6   -5   -2 1 1 1
   1563    7   -5   -2 1 1 1
   1564    8   -5   -2 1 1 1
   1565   -9   -4   -2 1 1 1
   1566   -8   -4   -2 1 1 1
   1567   -7   -4   -2 1 1 1
   1568   -6   -4   -2 1 1 1
   1569   -5   -4   -2 1 1 1
   1570   -4   -4   -2 1 1 1
   1571   -3   -4   -2 1 1 1
   1572   -2   -4   -2 1 1 1
   1573   -1   -4   -2 1 1 1
   1574    0   -4   -2 1 1 1
   1575    1   -4   -2 1 1 1
   1576    2   -4   -2 1 1 1
   1577    3   -4   -2 1 1 1
   1578    4   -4   -2 1 1 1
   1579    5   -4   -2 1 1 1
   1580    6   -4   -2 1 1 1
   1581    7   -4   -2 1 1 1
   1582    8   -4   -2 1 1 1
   1583  -10   -3   -2 1 1 1
   1584   -9   -3   -2 1 1 1
   1585   -8   -3   -2 1 1 1
   1586   -7   -3   -2 1 1 1
   1587   -6   -3   -2 1 1 1
   1588   -5   -3   -2 1 1 1
   1589   -4   -3   -2 1 1 1
   1590   -3   -3   -2 1 1 1
   1591   -2   -3   -2 1 1 1
   1592   -1   -3   -2 1 1 1
   1593    0   -3   -2 1 1 1
   1594    1   -3   -2 1 1 1
   1595    2   -3   -2 1 1 1
   1596    3   -3   -2 1 1 1
   1597    4   -3   -2 1 1 1
   1598    5   -3   -2 1 1 1
   1599    6   -3   -2 1 1 1
   1600    7   -3   -2 1 1 1
   1601    8   -3   -2 1 1 1
   1602    9   -3   -2 1 1 1
   1603  -10   -2   -2 1 1 1
   1604   -9   -2   -2 1 1 1
   1605   -8   -2   -2 1 1 1
   1606   -7   -2   -2 1 1 1
   1607   -6   -2   -2 1 1 1
   1608   -5   -2   -2 1 1 1
   1609   -4   -2   -2 1 1 1
   1610   -3   -2   -2 1 1 1
   1611   -2   -2   -2 1 1 1
   1612   -1   -2   -2 1 1 1
   1613    0   -2   -2 1 1 1
   1614    1   -2   -2 1 1 1
   1615    2   -2   -2 1 1 1
   1616    3   -2   -2 1 1 1
   1617    4   -2   -2 1 1 1
   1618    5   -2   -2 1 1 1
   1619    6   -2   -2 1 1 1
   1620    7   -2   -2 1 1 1
   1621    8   -2   -2 1 1 1
   1622    9   -2   -2 1 1 1
   1623  -10   -1   -2 1 1 1
   1624   -9   -1   -2 1 1 1
   1625   -8   -1   -2 1 1 1
   1626   -7   -1   -2 1 1 1
   1627   -6   -1   -2 1 1 1
   1628   -5   -1   -2 1 1 1
   1629   -4   -1   -2 1 1 1
   1630   -3   -1   -2 1 1 1
   1631   -2   -1   -2 1 1 1
   1632   -1   -1   -2 1 1 1
   1633    0   -1   -2 1 1 1
   1634    1   -1   -2 1 1 1
   1635    2   -1   -2 1 1 1
   1636    3   -1   -2 1 1 1
   1637    4   -1   -2 1 1 1
   1638    5   -1   -2 1 1 1
   1639    6   -1   -2 1 1 1
   1640    7   -1   -2 1 1 1
   1641    8   -1   -2 1 1 1
   1642    9   -1   -2 1 1 1
   1643  -10    0   -2 1 1 1
   1644   -9    0   -2 1 1 1
   1645   -8    0   -2 1 1 1
   1646   -7    0   -2 1 1 1
   1647   -6    0   -2 1 1 1
   1648   -5    0   -2 1 1 1
   1649   -4    0   -2 1 1 1
   1650   -3    0   -2 1 1 1
   1651   -2    0   -2 1 1 1
   1652   -1    0   -2 1 1 1
   1653    0    0   -2 1 1 1
   1654    1    0   -2 1 1 1
   1655    2    0   -2 1 1 1
   1656    3    0   -2 1 1 1
   1657    4    0   -2 1 1 1
   1658    5    0   -2 1 1 1
   1659    6    0   -2 1 1 1
   1660    7    0   -2 1 1 1
   1661    8    0   -2 1 1 1
   1662    9    0   -2 1 1 1
   1663  -10    1   -2 1 1 1
   1664   -9    1   -2 1 1 1
   1665   -8    1   -2 1 1 1
   1666   -7    1   -2 1 1 1
   1667   -6    1   -2 1 1 1
   1668   -5    1   -2 1 1 1
   1669   -4    1   -2 1 1 1
   1670   -3    1   -2 1 1 1
   1671   -2    1   -2 1 1 1
   1672   -1    1   -2 1 1 1
   1673    0    1   -2 1 1 1
   1674    1    1   -2 1 1 1
   1675    2    1   -2 1 1 1
   1676    3    1   -2 1 1 1
   1677    4    1   -2 1 1 1
   1678    5    1   -2 1 1 1
   1679    6    1   -2 1 1 1
   1680    7    1   -2 1 1 1
   1681    8    1   -2 1 1 1
   1682    9    1   -2 1 1 1
   1683  -10    2   -2 1 1 1
   1684   -9    2   -2 1 1 1
   1685   -8    2   -2 1 1 1
   1686   -7    2   -2 1 1 1
   1687   -6    2   -2 1 1 1
   1688   -5    2   -2 1 1 1
   1689   -4    2   -2 1 1 1
   1690   -3    2   -2 1 1 1
   1691   -2    2   -2 1 1 1
   1692   -1    2   -2 1 1 1
   1693    0    2   -2 1 1 1
   1694    1    2   -2 1 1 1
   1695    2    2   -2 1 1 1
   1696    3    2   -2 1 1 1
   1697    4    2   -2 1 1 1
   1698    5    2   -2 1 1 1
   1699    6    2   -2 1 1 1
   1700    7    2   -2 1 1 1
   1701    8    2   -2 1 1 1
   1702    9    2   -2 1 1 1
   1703   -9    3   -2 1 1 1
   1704   -8    3   -2 1 1 1
   1705   -7    3   -2 1 1 1
   1706   -6    3   -2 1 1 1
   1707   -5    3   -2 1 1 1
   1708   -4    3   -2 1 1 1
   1709   -3    3   -2 1 1 1
   1710   -2    3   -2 1 1 1
   1711   -1    3   -2 1 1 1
   1712    0    3   -2 1 1 1
   1713    1    3   -2 1 1 1
   1714    2    3   -2 1 1 1
   1715    3    3   -2 1 1 1
   1716    4    3   -2 1 1 1
   1717    5    3   -2 1 1 1
   1718    6    3   -2 1 1 1
   1719    7    3   -2 1 1 1
   1720    8    3   -2 1 1 1
   1721   -9    4   -2 1 1 1
   1722   -8    4   -2 1 1 1
   1723   -7    4   -2 1 1 1
   1724   -6    4   -2 1 1 1
   1725   -5    4   -2 1 1 1
   1726   -4    4   -2 1 1 1
   1727   -3    4   -2 1 1 1
   1728   -2    4   -2 1 1 1
   1729   -1    4   -2 1 1 1
   1730    0    4   -2 1 1 1
   1731    1    4   -2 1 1 1
   1732    2    4   -2 1 1 1
   1733    3    4   -2 1 1 1
   1734    4    4   -2 1 1 1
   1735    5    4   -2 1 1 1
   1736    6    4   -2 1 1 1
   1737    7    4   -2 1 1 1
   1738    8    4   -2 1 1 1
   1739   -8    5   -2 1 1 1
   1740   -7    5   -2 1 1 1
   1741   -6    5   -2 1 1 1
   1742   -5    5   -2 1 1 1
   1743   -4    5   -2 1 1 1
   1744   -3    5   -2 1 1 1
   1745   -2    5   -2 1 1 1
   1746   -1    5   -2 1 1 1
   1747    0    5   -2 1 1 1
   1748    1    5   -2 1 1 1
   1749    2    5   -2 1 1 1
   1750    3    5   -2 1 1 1
   1751    4    5   -2 1 1 1
   1752    5    5   -2 1 1 1
   1753    6    5   -2 1 1 1
   1754    7    5   -2 1 1 1
   1755   -7    6   -2 1 1 1
   1756   -6    6   -2 1 1 1
   1757   -5    6   -2 1 1 1
   1758   -4    6   -2 1 1 1
   1759   -3    6   -2 1 1 1
   1760   -2    6   -2 1 1 1
   1761   -1    6   -2 1 1 1
   1762    0    6   -2 1 1 1
   1763    1    6   -2 1 1 1
   1764    2    6   -2 1 1 1
   1765    3    6   -2 1 1 1
   1766    4    6   -2 1 1 1
   1767    5    6   -2 1 1 1
   1768    6    6   -2 1 1 1
   1769   -6    7   -2 1 1 1
   1770   -5    7   -2 1 1 1
   1771   -4    7   -2 1 1 1
   1772   -3    7   -2 1 1 1
   1773   -2    7   -2 1 1 1
   1774   -1    7   -2 1 1 1
   1775    0    7   -2 1 1 1
   1776    1    7   -2 1 1 1
   1777    2    7   -2 1 1 1
   1778    3    7   -2 1 1 1
   1779    4    7   -2 1 1 1
   1780    5    7   -2 1 1 1
   1781   -5    8   -2 1 1 1
   1782   -4    8   -2 1 1 1
   1783   -3    8   -2 1 1 1
   1784   -2    8   -2 1 1 1
   1785   -1    8   -2 1 1 1
   1786    0    8   -2 1 1 1
   1787    1    8   -2 1 1 1
   1788    2    8   -2 1 1 1
   1789    3    8   -2 1 1 1
   1790    4    8   -2 1 1 1
   1791   -3    9   -2 1 1 1
   1792   -2    9   -2 1 1 1
   1793   -1    9   -2 1 1 1
   1794    0    9   -2 1 1 1
   1795    1    9   -2 1 1 1
   1796    2    9   -2 1 1 1
   1797   -3  -10   -1 1 1 1
   1798   -2  -10   -1 1 1 1
   1799   -1  -10   -1 1 1 1
   1800    0  -10   -1 1 1 1
   1801    1  -10   -1 1 1 1
   1802    2  -10   -1 1 1 1
   1803   -5   -9   -1 1 1 1
   1804   -4   -9   -1 1 1 1
   1805   -3   -9   -1 1 1 1
   1806   -2   -9   -1 1 1 1
   1807   -1   -9   -1 1 1 1
   1808    0   -9   -1 1 1 1
   1809    1   -9   -1 1 1 1
   1810    2   -9   -1 1 1 1
   1811    3   -9   -1 1 1 1
   1812    4   -9   -1 1 1 1
   1813   -7   -8   -1 1 1 1
   1814   -6   -8   -1 1 1 1
   1815   -5   -8   -1 1 1 1
   1816   -4   -8   -1 1 1 1
   1817   -3   -8   -1 1 1 1
   1818   -2   -8   -1 1 1 1
   1819   -1   -8   -1 1 1 1
   1820    0   -8   -1 1 1 1
   1821    1   -8   -1 1 1 1
   1822    2   -8   -1 1 1 1
   1823    3   -8   -1 1 1 1
   1824    4   -8   -1 1 1 1
   1825    5   -8   -1 1 1 1
   1826    6   -8   -1 1 1 1
   1827   -8   -7   -1 1 1 1
   1828   -7   -7   -1 1 1 1
   1829   -6   -7   -1 1 1 1
   1830   -5   -7   -1 1 1 1
   1831   -4   -7   -1 1 1 1
   1832   -3   -7   -1 1 1 1
   1833   -2   -7   -1 1 1 1
   1834   -1   -7   -1 1 1 1
   1835    0   -7   -1 1 1 1
   1836    1   -7   -1 1 1 1
   1837    2   -7   -1 1 1 1
   1838    3   -7   -1 1 1 1
   1839    4   -7   -1 1 1 1
   1840    5   -7   -1 1 1 1
   1841    6   -7   -1 1 1 1
   1842    7   -7   -1 1 1 1
   1843   -8   -6   -1 1 1 1
   1844   -7   -6   -1 1 1 1
   1845   -6   -6   -1 1 1 1
   1846   -5   -6   -1 1 1 1
   1847   -4   -6   -1 1 1 1
   1848   -3   -6   -1 1 1 1
   1849   -2   -6   -1 1 1 1
   1850   -1   -6   -1 1 1 1
   1851    0   -6   -1 1 1 1
   1852    1   -6   -1 1 1 1
   1853    2   -6   -1 1 1 1
   1854    3   -6   -1 1 1 1
   1855    4   -6   -1 1 1 1
   1856    5   -6   -1 1 1 1
   1857    6   -6   -1 1 1 1
   1858    7   -6   -1 1 1 1
   1859   -9   -5   -1 1 1 1
   1860   -8   -5   -1 1 1 1
   1861   -7   -5   -1 1 1 1
   1862   -6   -5   -1 1 1 1
   1863   -5   -5   -1 1 1 1
   1864   -4   -5   -1 1 1 1
   1865   -3   -5   -1 1 1 1
   1866   -2   -5   -1 1 1 1
   1867   -1   -5   -1 1 1 1
   1868    0   -5   -1 1 1 1
   1869    1   -5   -1 1 1 1
   1870    2   -5   -1 1 1 1
   1871    3   -5   -1 1 1 1
   1872    4   -5   -1 1 1 1
   1873    5   -5   -1 1 1 1
   1874    6   -5   -1 1 1 1
   1875    7   -5   -1 1 1 1
   1876    8   -5   -1 1 1 1
   1877   -9   -4   -1 1 1 1
   1878   -8   -4   -1 1 1 1
   1879   -7   -4   -1 1 1 1
   1880   -6   -4   -1 1 1 1
   1881   -5   -4   -1 1 1 1
   1882   -4   -4   -1 1 1 1
   1883   -3   -4   -1 1 1 1
   1884   -2   -4   -1 1 1 1
   1885   -1   -4   -1 1 1 1
   1886    0   -4   -1 1 1 1
   1887    1   -4   -1 1 1 1
   1888    2   -4   -1 1 1 1
   1889    3   -4   -1 1 1 1
   1890    4   -4   -1 1 1 1
   1891    5   -4   -1 1 1 1
   1892    6   -4   -1 1 1 1
   1893    7   -4   -1 1 1 1
   1894    8   -4   -1 1 1 1
   1895  -10   -3   -1 1 1 1
   1896   -9   -3   -1 1 1 1
   1897   -8   -3   -1 1 1 1
   1898   -7   -3   -1 1 1 1
   1899   -6   -3   -1 1 1 1
   1900   -5   -3   -1 1 1 1
   1901   -4   -3   -1 1 1 1
   1902   -3   -3   -1 1 1 1
   1903   -2   -3   -1 1 1 1
   1904   -1   -3   -1 1 1 1
   1905    0   -3   -1 1 1 1
   1906    1   -3   -1 1 1 1
   1907    2   -3   -1 1 1 1
   1908    3   -3   -1 1 1 1
   1909    4   -3   -1 1 1 1
   1910    5   -3   -1 1 1 1
   1911    6   -3   -1 1 1 1
   1912    7   -3   -1 1 1 1
   1913    8   -3   -1 1 1 1
   1914    9   -3   -1 1 1 1
   1915  -10   -2   -1 1 1 1
   1916   -9   -2   -1 1 1 1
   1917   -8   -2   -1 1 1 1
   1918   -7   -2   -1 1 1 1
   1919   -6   -2   -1 1 1 1
   1920   -5   -2   -1 1 1 1
   1921   -4   -2   -1 1 1 1
   1922   -3   -2   -1 1 1 1
   1923   -2   -2   -1 1 1 1
   1924   -1   -2   -1 1 1 1
   1925    0   -2   -1 1 1 1
   1926    1   -2   -1 1 1 1
   1927    2   -2   -1 1 1 1
   1928    3   -2   -1 1 1 1
   1929    4   -2   -1 1 1 1
   1930    5   -2   -1 1 1 1
   1931    6   -2   -1 1 1 1
   1932    7   -2   -1 1 1 1
   1933    8   -2   -1 1 1 1
   1934    9   -2   -1 1 1 1
   1935  -10   -1   -1 1 1 1
   1936   -9   -1   -1 1 1 1
   1937   -8   -1   -1 1 1 1
   1938   -7   -1   -1 1 1 1
   1939   -6   -1   -1 1 1 1
   1940   -5   -1   -1 1 1 1
   1941   -4   -1   -1 1 1 1
   1942   -3   -1   -1 1 1 1
   1943   -2   -1   -1 1 1 1
   1944   -1   -1   -1 1 1 1
   1945    0   -1   -1 1 1 1
   1946    1   -1   -1 1 1 1
   1947    2   -1   -1 1 1 1
   1948    3   -1   -1 1 1 1
   1949    4   -1   -1 1 1 1
   1950    5   -1   -1 1 1 1
   1951    6   -1   -1 1 1 1
   1952    7   -1   -1 1 1 1
   1953    8   -1   -1 1 1 1
   1954    9   -1   -1 1 1 1
   1955  -10    0   -1 1 1 1
   1956   -9    0   -1 1 1 1
   1957   -8    0   -1 1 1 1
   1958   -7    0   -1 1 1 1
   1959   -6    0   -1 1 1 1
   1960   -5    0   -1 1 1 1
   1961   -4    0   -1 1 1 1
   1962   -3    0   -1 1 1 1
   1963   -2    0   -1 1 1 1
   1964   -1    0   -1 1 1 1
   1965    0    0   -1 1 1 1
   1966    1    0   -1 1 1 1
   1967    2    0   -1 1 1 1
   1968    3    0   -1 1 1 1
   1969    4    0   -1 1 1 1
   1970    5    0   -1 1 1 1
   1971    6    0   -1 1 1 1
   1972    7    0   -1 1 1 1
   1973    8    0   -1 1 1 1
   1974    9    0   -1 1 1 1
   1975  -10    1   -1 1 1 1
   1976   -9    1   -1 1 1 1
   1977   -8    1   -1 1 1 1
   1978   -7    1   -1 1 1 1
   1979   -6    1   -1 1 1 1
   1980   -5    1   -1 1 1 1
   1981   -4    1   -1 1 1 1
   1982   -3    1   -1 1 1 1
   1983   -2    1   -1 1 1 1
   1984   -1    1   -1 1 1 1
   1985    0    1   -1 1 1 1
   1986    1    1   -1 1 1 1
   1987    2    1   -1 1 1 1
   1988    3    1   -1 1 1 1
   1989    4    1   -1 1 1 1
   1990    5    1   -1 1 1 1
   1991    6    1   -1 1 1 1
   1992    7    1   -1 1 1 1
   1993    8    1   -1 1 1 1
   1994    9    1   -1 1 1 1
   1995  -10    2   -1 1 1 1
   1996   -9    2   -1 1 1 1
   1997   -8    2   -1 1 1 1
   1998   -7    2   -1 1 1 1
   1999   -6    2   -1 1 1 1
   2000   -5    2   -1 1 1 1
   2001   -4    2   -1 1 1 1
   2002   -3    2   -1 1 1 1
   2003   -2    2   -1 1 1 1
   2004   -1    2   -1 1 1 1
   2005    0    2   -1 1 1 1
   2006    1    2   -1 1 1 1
   2007    2    2   -1 1 1 1
   2008    3    2   -1 1 1 1
   2009    4    2   -1 1 1 1
   2010    5    2   -1 1 1 1
   2011    6    2   -1 1 1 1
   2012    7    2   -1 1 1 1
   2013    8    2   -1 1 1 1
   2014    9    2   -1 1 1 1
   2015   -9    3   -1 1 1 1
   2016   -8    3   -1 1 1 1
   2017   -7    3   -1 1 1 1
   2018   -6    3   -1 1 1 1
   2019   -5    3   -1 1 1 1
   2020   -4    3   -1 1 1 1
   2021   -3    3   -1 1 1 1
   2022   -2    3   -1 1 1 1
   2023   -1    3   -1 1 1 1
   2024    0    3   -1 1 1 1
   2025    1    3   -1 1 1 1
   2026    2    3   -1 1 1 1
   2027    3    3   -1 1 1 1
   2028    4    3   -1 1 1 1
   2029    5    3   -1 1 1 1
   2030    6    3   -1 1 1 1
   2031    7    3   -1 1 1 1
   2032    8    3   -1 1 1 1
   2033   -9    4   -1 1 1 1
   2034   -8    4   -1 1 1 1
   2035   -7    4   -1 1 1 1
   2036   -6    4   -1 1 1 1
   2037   -5    4   -1 1 1 1
   2038   -4    4   -1 1 1 1
   2039   -3    4   -1 1 1 1
   2040   -2    4   -1 1 1 1
   2041   -1    4   -1 1 1 1
   2042    0    4   -1 1 1 1
   2043    1    4   -1 1 1 1
   2044    2    4   -1 1 1 1
   2045    3    4   -1 1 1 1
   2046    4    4   -1 1 1 1
   2047    5    4   -1 1 1 1
   2048    6    4   -1 1 1 1
   2049    7    4   -1 1 1 1
   2050    8    4   -1 1 1 1
   2051   -8    5   -1 1 1 1
   2052   -7    5   -1 1 1 1
   2053   -6    5   -1 1 1 1
   2054   -5    5   -1 1 1 1
   2055   -4    5   -1 1 1 1
   2056   -3    5   -1 1 1 1
   2057   -2    5   -1 1 1 1
   2058   -1    5   -1 1 1 1
   2059    0    5   -1 1 1 1
   2060    1    5   -1 1 1 1
   2061    2    5   -1 1 1 1
   2062    3    5   -1 1 1 1
   2063    4    5   -1 1 1 1
   2064    5    5   -1 1 1 1
   2065    6    5   -1 1 1 1
   2066    7    5   -1 1 1 1
   2067   -8    6   -1 1 1 1
   2068   -7    6   -1 1 1 1
   2069   -6    6   -1 1 1 1
   2070   -5    6   -1 1 1 1
   2071   -4    6   -1 1 1 1
   2072   -3    6   -1 1 1 1
   2073   -2    6   -1 1 1 1
   2074   -1    6   -1 1 1 1
   2075    0    6   -1 1 1 1
   2076    1    6   -1 1 1 1
   2077    2    6   -1 1 1 1
   2078    3    6   -1 1 1 1
   2079    4    6   -1 1 1 1
   2080    5    6   -1 1 1 1
   2081    6    6   -1 1 1 1
   2082    7    6   -1 1 1 1
   2083   -7    7   -1 1 1 1
   2084   -6    7   -1 1 1 1
   2085   -5    7   -1 1 1 1
   2086   -4    7   -1 1 1 1
   2087   -3    7   -1 1 1 1
   2088   -2    7   -1 1 1 1
   2089   -1    7   -1 1 1 1
   2090    0    7   -1 1 1 1
   2091    1    7   -1 1 1 1
   2092    2    7   -1 1 1 1
   2093    3    7   -1 1 1 1
   2094    4    7   -1 1 1 1
   2095    5    7   -1 1 1 1
   2096    6    7   -1 1 1 1
   2097   -5    8   -1 1 1 1
   2098   -4    8   -1 1 1 1
   2099   -3    8   -1 1 1 1
   2100   -2    8   -1 1 1 1
   2101   -1    8   -1 1 1 1
   2102    0    8   -1 1 1 1
   2103    1    8   -1 1 1 1
   2104    2    8   -1 1 1 1
   2105    3    8   -1 1 1 1
   2106    4    8   -1 1 1 1
   2107   -3    9   -1 1 1 1
   2108   -2    9   -1 1 1 1
   2109   -1    9   -1 1 1 1
   2110    0    9   -1 1 1 1
   2111    1    9   -1 1 1 1
   2112    2    9   -1 1 1 1
   2113   -3  -10    0 1 1 1
   2114   -2  -10    0 1 1 1
   2115   -1  -10    0 1 1 1
   2116    0  -10    0 1 1 1
   2117    1  -10    0 1 1 1
   2118    2  -10    0 1 1 1
   2119   -5   -9    0 1 1 1
   2120   -4   -9    0 1 1 1
   2121   -3   -9    0 1 1 1
   2122   -2   -9    0 1 1 1
   2123   -1   -9    0 1 1 1
   2124    0   -9    0 1 1 1
   2125    1   -9    0 1 1 1
   2126    2   -9    0 1 1 1
   2127    3   -9    0 1 1 1
   2128    4   -9    0 1 1 1
   2129   -7   -8    0 1 1 1
   2130   -6   -8    0 1 1 1
   2131   -5   -8    0 1 1 1
   2132   -4   -8    0 1 1 1
   2133   -3   -8    0 1 1 1
   2134   -2   -8    0 1 1 1
   2135   -1   -8    0 1 1 1
   2136    0   -8    0 1 1 1
   2137    1   -8    0 1 1 1
   2138    2   -8    0 1 1 1
   2139    3   -8    0 1 1 1
   2140    4   -8    0 1 1 1
   2141    5   -8    0 1 1 1
   2142    6   -8    0 1 1 1
   2143   -8   -7    0 1 1 1
   2144   -7   -7    0 1 1 1
   2145   -6   -7    0 1 1 1
   2146   -5   -7    0 1 1 1
   2147   -4   -7    0 1 1 1
   2148   -3   -7    0 1 1 1
   2149   -2   -7    0 1 1 1
   2150   -1   -7    0 1 1 1
   2151    0   -7    0 1 1 1
   2152    1   -7    0 1 1 1
   2153    2   -7    0 1 1 1
   2154    3   -7    0 1 1 1
   2155    4   -7    0 1 1 1
   2156    5   -7    0 1 1 1
   2157    6   -7    0 1 1 1
   2158    7   -7    0 1 1 1
   2159   -8   -6    0 1 1 1
   2160   -7   -6    0 1 1 1
   2161   -6   -6    0 1 1 1
   2162   -5   -6    0 1 1 1
   2163   -4   -6    0 1 1 1
   2164   -3   -6    0 1 1 1
   2165   -2   -6    0 1 1 1
   2166   -1   -6    0 1 1 1
   2167    0   -6    0 1 1 1
   2168    1   -6    0 1 1 1
   2169    2   -6    0 1 1 1
   2170    3   -6    0 1 1 1
   2171    4   -6    0 1 1 1
   2172    5   -6    0 1 1 1
   2173    6   -6    0 1 1 1
   2174    7   -6    0 1 1 1
   2175   -9   -5    0 1 1 1
   2176   -8   -5    0 1 1 1
   2177   -7   -5    0 1 1 1
   2178   -6   -5    0 1 1 1
   2179   -5   -5    0 1 1 1
   2180   -4   -5    0 1 1 1
   2181   -3   -5    0 1 1 1
   2182   -2   -5    0 1 1 1
   2183   -1   -5    0 1 1 1
   2184    0   -5    0 1 1 1
   2185    1   -5    0 1 1 1
   2186    2   -5    0 1 1 1
   2187    3   -5    0 1 1 1
   2188    4   -5    0 1 1 1
   2189    5   -5    0 1 1 1
   2190    6   -5    0 1 1 1
   2191    7   -5    0 1 1 1
   2192    8   -5    0 1 1 1
   2193   -9   -4    0 1 1 1
   2194   -8   -4    0 1 1 1
   2195   -7   -4    0 1 1 1
   2196   -6   -4    0 1 1 1
   2197   -5   -4    0 1 1 1
   2198   -4   -4    0 1 1 1
   2199   -3   -4    0 1 1 1
   2200   -2   -4    0 1 1 1
   2201   -1   -4    0 1 1 1
   2202    0   -4    0 1 1 1
   2203    1   -4    0 1 1 1
   2204    2   -4    0 1 1 1
   2205    3   -4    0 1 1 1
   2206    4   -4    0 1 1 1
   2207    5   -4    0 1 1 1
   2208    6   -4    0 1 1 1
   2209    7   -4    0 1 1 1
   2210    8   -4    0 1 1 1
   2211  -10   -3    0 1 1 1
   2212   -9   -3    0 1 1 1
   2213   -8   -3    0 1 1 1
   2214   -7   -3    0 1 1 1
   2215   -6   -3    0 1 1 1
   2216   -5   -3    0 1 1 1
   2217   -4   -3    0 1 1 1
   2218   -3   -3    0 1 1 1
   2219   -2   -3    0 1 1 1
   2220   -1   -3    0 1 1 1
   2221    0   -3    0 1 1 1
   2222    1   -3    0 1 1 1
   2223    2   -3    0 1 1 1
   2224    3   -3    0 1 1 1
   2225    4   -3    0 1 1 1
   2226    5   -3    0 1 1 1
   2227    6   -3    0 1 1 1
   2228    7   -3    0 1 1 1
   2229    8   -3    0 1 1 1
   2230    9   -3    0 1 1 1
   2231  -10   -2    0 1 1 1
   2232   -9   -2    0 1 1 1
   2233   -8   -2    0 1 1 1
   2234   -7   -2    0 1 1 1
   2235   -6   -2    0 1 1 1
   2236   -5   -2    0 1 1 1
   2237   -4   -2    0 1 1 1
   2238   -3   -2    0 1 1 1
   2239   -2   -2    0 1 1 1
   2240   -1   -2    0 1 1 1
   2241    0   -2    0 1 1 1
   2242    1   -2    0 1 1 1
   2243    2   -2    0 1 1 1
   2244    3   -2    0 1 1 1
   2245    4   -2    0 1 1 1
   2246    5   -2    0 1 1 1
   2247    6   -2    0 1 1 1
   2248    7   -2    0 1 1 1
   2249    8   -2    0 1 1 1
   2250    9   -2    0 1 1 1
   2251  -10   -1    0 1 1 1
   2252   -9   -1    0 1 1 1
   2253   -8   -1    0 1 1 1
   2254   -7   -1    0 1 1 1
   2255   -6   -1    0 1 1 1
   2256   -5   -1    0 1 1 1
   2257   -4   -1    0 1 1 1
   2258   -3   -1    0 1 1 1
   2259   -2   -1    0 1 1 1
   2260   -1   -1    0 1 1 1
   2261    0   -1    0 1 1 1
   2262    1   -1    0 1 1 1
   2263    2   -1    0 1 1 1
   2264    3   -1    0 1 1 1
   2265    4   -1    0 1 1 1
   2266    5   -1    0 1 1 1
   2267    6   -1    0 1 1 1
   2268    7   -1    0 1 1 1
   2269    8   -1    0 1 1 1
   2270    9   -1    0 1 1 1
   2271  -10    0    0 1 1 1
   2272   -9    0    0 1 1 1
   2273   -8    0    0 1 1 1
   2274   -7    0    0 1 1 1
   2275   -6    0    0 1 1 1
   2276   -5    0    0 1 1 1
   2277   -4    0    0 1 1 1
   2278   -3    0    0 1 1 1
   2279   -2    0    0 1 1 1
   2280   -1    0    0 1 1 1
   2281    0    0    0 1 1 1
   2282    1    0    0 1 1 1
   2283    2    0    0 1 1 1
   2284    3    0    0 1 1 1
   2285    4    0    0 1 1 1
   2286    5    0    0 1 1 1
   2287    6    0    0 1 1 1
   2288    7    0    0 1 1 1
   2289    8    0    0 1 1 1
   2290    9    0    0 1 1 1
   2291  -10    1    0 1 1 1
   2292   -9    1    0 1 1 1
   2293   -8    1    0 1 1 1
   2294   -7    1    0 1 1 1
   2295   -6    1    0 1 1 1
   2296   -5    1    0 1 1 1
   2297   -4    1    0 1 1 1
   2298   -3    1    0 1 1 1
   2299   -2    1    0 1 1 1
   2300   -1    1    0 1 1 1
   2301    0    1    0 1 1 1
   2302    1    1    0 1 1 1
   2303    2    1    0 1 1 1
   2304    3    1    0 1 1 1
   2305    4    1    0 1 1 1
   2306    5    1    0 1 1 1
   2307    6    1    0 1 1 1
   2308    7    1    0 1 1 1
   2309    8    1    0 1 1 1
   2310    9    1    0 1 1 1
   2311  -10    2    0 1 1 1
   2312   -9    2    0 1 1 1
   2313   -8    2    0 1 1 1
   2314   -7    2    0 1 1 1
   2315   -6    2    0 1 1 1
   2316   -5    2    0 1 1 1
   2317   -4    2    0 1 1 1
   2318   -3    2    0 1 1 1
   2319   -2    2    0 1 1 1
   2320   -1    2    0 1 1 1
   2321    0    2    0 1 1 1
