 >TARELL  ellipsoidal grain; AX,AY,AZ= 20.0000 20.0000 20.0000
      4224 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    768   -8   -1   -5 1 1 1
    769   -7   -1   -5 1 1 1
    770   -6   -1   -5 1 1 1
    771   -5   -1   -5 1 1 1
    772   -4   -1   -5 1 1 1
    773   -3   -1   -5 1 1 1
    774   -2   -1   -5 1 1 1
    775   -1   -1   -5 1 1 1
    776    0   -1   -5 1 1 1
    777    1   -1   -5 1 1 1
    778    2   -1   -5 1 1 1
    779    3   -1   -5 1 1 1
    780    4   -1   -5 1 1 1
    781    5   -1   -5 1 1 1
    782    6   -1   -5 1 1 1
    783    7   -1   -5 1 1 1
    784    8   -1   -5 1 1 1
    785   -9    0   -5 1 1 1
    786   -8    0   -5 1 1 1
    787   -7    0   -5 1 1 1
    788   -6    0   -5 1 1 1
    789   -5    0   -5 1 1 1
    790   -4    0   -5 1 1 1
    791   -3    0   -5 1 1 1
    792   -2    0   -5 1 1 1
    793   -1    0   -5 1 1 1
    794    0    0   -5 1 1 1
    795    1    0   -5 1 1 1
    796    2    0   -5 1 1 1
    797    3    0   -5 1 1 1
    798    4    0   -5 1 1 1
    799    5    0   -5 1 1 1
    800    6    0   -5 1 1 1
    801    7    0   -5 1 1 1
    802    8    0   -5 1 1 1
    803   -9    1   -5 1 1 1
    804   -8    1   -5 1 1 1
    805   -7    1   -5 1 1 1
    806   -6    1   -5 1 1 1
    807   -5    1   -5 1 1 1
    808   -4    1   -5 1 1 1
    809   -3    1   -5 1 1 1
    810   -2    1   -5 1 1 1
    811   -1    1   -5 1 1 1
    812    0    1   -5 1 1 1
    813    1    1   -5 1 1 1
    814    2    1   -5 1 1 1
    815    3    1   -5 1 1 1
    816    4    1   -5 1 1 1
    817    5    1   -5 1 1 1
    818    6    1   -5 1 1 1
    819    7    1   -5 1 1 1
    820    8    1   -5 1 1 1
    821   -9    2   -5 1 1 1
    822   -8    2   -5 1 1 1
    823   -7    2   -5 1 1 1
    824   -6    2   -5 1 1 1
    825   -5    2   -5 1 1 1
    826   -4    2   -5 1 1 1
    827   -3    2   -5 1 1 1
    828   -2    2   -5 1 1 1
    829   -1    2   -5 1 1 1
    830    0    2   -5 1 1 1
    831    1    2   -5 1 1 1
    832    2    2   -5 1 1 1
    833    3    2   -5 1 1 1
    834    4    2   -5 1 1 1
    835    5    2   -5 1 1 1
    836    6    2   -5 1 1 1
    837    7    2   -5 1 1 1
    838    8    2   -5 1 1 1
    839   -8    3   -5 1 1 1
    840   -7    3   -5 1 1 1
    841   -6    3   -5 1 1 1
    842   -5    3   -5 1 1 1
    843   -4    3   -5 1 1 1
    844   -3    3   -5 1 1 1
    845   -2    3   -5 1 1 1
    846   -1    3   -5 1 1 1
    847    0    3   -5 1 1 1
    848    1    3   -5 1 1 1
    849    2    3   -5 1 1 1
    850    3    3   -5 1 1 1
    851    4    3   -5 1 1 1
    852    5    3   -5 1 1 1
    853    6    3   -5 1 1 1
    854    7    3   -5 1 1 1
    855   -8    4   -5 1 1 1
    856   -7    4   -5 1 1 1
    857   -6    4   -5 1 1 1
    858   -5    4   -5 1 1 1
    859   -4    4   -5 1 1 1
    860   -3    4   -5 1 1 1
    861   -2    4   -5 1 1 1
    862   -1    4   -5 1 1 1
    863    0    4   -5 1 1 1
    864    1    4   -5 1 1 1
    865    2    4   -5 1 1 1
    866    3    4   -5 1 1 1
    867    4    4   -5 1 1 1
    868    5    4   -5 1 1 1
    869    6    4   -5 1 1 1
    870    7    4   -5 1 1 1
    871   -7    5   -5 1 1 1
    872   -6    5   -5 1 1 1
    873   -5    5   -5 1 1 1
    874   -4    5   -5 1 1 1
    875   -3    5   -5 1 1 1
    876   -2    5   -5 1 1 1
    877   -1    5   -5 1 1 1
    878    0    5   -5 1 1 1
    879    1    5   -5 1 1 1
    880    2    5   -5 1 1 1
    881    3    5   -5 1 1 1
    882    4    5   -5 1 1 1
    883    5    5   -5 1 1 1
    884    6    5   -5 1 1 1
    885   -6    6   -5 1 1 1
    886   -5    6   -5 1 1 1
    887   -4    6   -5 1 1 1
    888   -3    6   -5 1 1 1
    889   -2    6   -5 1 1 1
    890   -1    6   -5 1 1 1
    891    0    6   -5 1 1 1
    892    1    6   -5 1 1 1
    893    2    6   -5 1 1 1
    894    3    6   -5 1 1 1
    895    4    6   -5 1 1 1
    896    5    6   -5 1 1 1
    897   -5    7   -5 1 1 1
    898   -4    7   -5 1 1 1
    899   -3    7   -5 1 1 1
    900   -2    7   -5 1 1 1
    901   -1    7   -5 1 1 1
    902    0    7   -5 1 1 1
    903    1    7   -5 1 1 1
    904    2    7   -5 1 1 1
    905    3    7   -5 1 1 1
    906    4    7   -5 1 1 1
    907   -3    8   -5 1 1 1
    908   -2    8   -5 1 1 1
    909   -1    8   -5 1 1 1
    910    0    8   -5 1 1 1
    911    1    8   -5 1 1 1
    912    2    8   -5 1 1 1
    913   -4   -9   -4 1 1 1
    914   -3   -9   -4 1 1 1
    915   -2   -9   -4 1 1 1
    916   -1   -9   -4 1 1 1
    917    0   -9   -4 1 1 1
    918    1   -9   -4 1 1 1
    919    2   -9   -4 1 1 1
    920    3   -9   -4 1 1 1
    921   -6   -8   -4 1 1 1
    922   -5   -8   -4 1 1 1
    923   -4   -8   -4 1 1 1
    924   -3   -8   -4 1 1 1
    925   -2   -8   -4 1 1 1
    926   -1   -8   -4 1 1 1
    927    0   -8   -4 1 1 1
    928    1   -8   -4 1 1 1
    929    2   -8   -4 1 1 1
    930    3   -8   -4 1 1 1
    931    4   -8   -4 1 1 1
    932    5   -8   -4 1 1 1
    933   -7   -7   -4 1 1 1
    934   -6   -7   -4 1 1 1
    935   -5   -7   -4 1 1 1
    936   -4   -7   -4 1 1 1
    937   -3   -7   -4 1 1 1
    938   -2   -7   -4 1 1 1
    939   -1   -7   -4 1 1 1
    940    0   -7   -4 1 1 1
    941    1   -7   -4 1 1 1
    942    2   -7   -4 1 1 1
    943    3   -7   -4 1 1 1
    944    4   -7   -4 1 1 1
    945    5   -7   -4 1 1 1
    946    6   -7   -4 1 1 1
    947   -8   -6   -4 1 1 1
    948   -7   -6   -4 1 1 1
    949   -6   -6   -4 1 1 1
    950   -5   -6   -4 1 1 1
    951   -4   -6   -4 1 1 1
    952   -3   -6   -4 1 1 1
    953   -2   -6   -4 1 1 1
    954   -1   -6   -4 1 1 1
    955    0   -6   -4 1 1 1
    956    1   -6   -4 1 1 1
    957    2   -6   -4 1 1 1
    958    3   -6   -4 1 1 1
    959    4   -6   -4 1 1 1
    960    5   -6   -4 1 1 1
    961    6   -6   -4 1 1 1
    962    7   -6   -4 1 1 1
    963   -8   -5   -4 1 1 1
    964   -7   -5   -4 1 1 1
    965   -6   -5   -4 1 1 1
    966   -5   -5   -4 1 1 1
    967   -4   -5   -4 1 1 1
    968   -3   -5   -4 1 1 1
    969   -2   -5   -4 1 1 1
    970   -1   -5   -4 1 1 1
    971    0   -5   -4 1 1 1
    972    1   -5   -4 1 1 1
    973    2   -5   -4 1 1 1
    974    3   -5   -4 1 1 1
    975    4   -5   -4 1 1 1
    976    5   -5   -4 1 1 1
    977    6   -5   -4 1 1 1
    978    7   -5   -4 1 1 1
    979   -9   -4   -4 1 1 1
    980   -8   -4   -4 1 1 1
    981   -7   -4   -4 1 1 1
    982   -6   -4   -4 1 1 1
    983   -5   -4   -4 1 1 1
    984   -4   -4   -4 1 1 1
    985   -3   -4   -4 1 1 1
    986   -2   -4   -4 1 1 1
    987   -1   -4   -4 1 1 1
    988    0   -4   -4 1 1 1
    989    1   -4   -4 1 1 1
    990    2   -4   -4 1 1 1
    991    3   -4   -4 1 1 1
    992    4   -4   -4 1 1 1
    993    5   -4   -4 1 1 1
    994    6   -4   -4 1 1 1
    995    7   -4   -4 1 1 1
    996    8   -4   -4 1 1 1
    997   -9   -3   -4 1 1 1
    998   -8   -3   -4 1 1 1
    999   -7   -3   -4 1 1 1
   1000   -6   -3   -4 1 1 1
   1001   -5   -3   -4 1 1 1
   1002   -4   -3   -4 1 1 1
   1003   -3   -3   -4 1 1 1
   1004   -2   -3   -4 1 1 1
   1005   -1   -3   -4 1 1 1
   1006    0   -3   -4 1 1 1
   1007    1   -3   -4 1 1 1
   1008    2   -3   -4 1 1 1
   1009    3   -3   -4 1 1 1
   1010    4   -3   -4 1 1 1
   1011    5   -3   -4 1 1 1
   1012    6   -3   -4 1 1 1
   1013    7   -3   -4 1 1 1
   1014    8   -3   -4 1 1 1
   1015   -9   -2   -4 1 1 1
   1016   -8   -2   -4 1 1 1
   1017   -7   -2   -4 1 1 1
   1018   -6   -2   -4 1 1 1
   1019   -5   -2   -4 1 1 1
   1020   -4   -2   -4 1 1 1
   1021   -3   -2   -4 1 1 1
   1022   -2   -2   -4 1 1 1
   1023   -1   -2   -4 1 1 1
   1024    0   -2   -4 1 1 1
   1025    1   -2   -4 1 1 1
   1026    2   -2   -4 1 1 1
   1027    3   -2   -4 1 1 1
   1028    4   -2   -4 1 1 1
   1029    5   -2   -4 1 1 1
   1030    6   -2   -4 1 1 1
   1031    7   -2   -4 1 1 1
   1032    8   -2   -4 1 1 1
   1033   -9   -1   -4 1 1 1
   1034   -8   -1   -4 1 1 1
   1035   -7   -1   -4 1 1 1
   1036   -6   -1   -4 1 1 1
   1037   -5   -1   -4 1 1 1
   1038   -4   -1   -4 1 1 1
   1039   -3   -1   -4 1 1 1
   1040   -2   -1   -4 1 1 1
   1041   -1   -1   -4 1 1 1
   1042    0   -1   -4 1 1 1
   1043    1   -1   -4 1 1 1
   1044    2   -1   -4 1 1 1
   1045    3   -1   -4 1 1 1
   1046    4   -1   -4 1 1 1
   1047    5   -1   -4 1 1 1
   1048    6   -1   -4 1 1 1
   1049    7   -1   -4 1 1 1
   1050    8   -1   -4 1 1 1
   1051   -9    0   -4 1 1 1
   1052   -8    0   -4 1 1 1
   1053   -7    0   -4 1 1 1
   1054   -6    0   -4 1 1 1
   1055   -5    0   -4 1 1 1
   1056   -4    0   -4 1 1 1
   1057   -3    0   -4 1 1 1
   1058   -2    0   -4 1 1 1
   1059   -1    0   -4 1 1 1
   1060    0    0   -4 1 1 1
   1061    1    0   -4 1 1 1
   1062    2    0   -4 1 1 1
   1063    3    0   -4 1 1 1
   1064    4    0   -4 1 1 1
   1065    5    0   -4 1 1 1
   1066    6    0   -4 1 1 1
   1067    7    0   -4 1 1 1
   1068    8    0   -4 1 1 1
   1069   -9    1   -4 1 1 1
   1070   -8    1   -4 1 1 1
   1071   -7    1   -4 1 1 1
   1072   -6    1   -4 1 1 1
   1073   -5    1   -4 1 1 1
   1074   -4    1   -4 1 1 1
   1075   -3    1   -4 1 1 1
   1076   -2    1   -4 1 1 1
   1077   -1    1   -4 1 1 1
   1078    0    1   -4 1 1 1
   1079    1    1   -4 1 1 1
   1080    2    1   -4 1 1 1
   1081    3    1   -4 1 1 1
   1082    4    1   -4 1 1 1
   1083    5    1   -4 1 1 1
   1084    6    1   -4 1 1 1
   1085    7    1   -4 1 1 1
   1086    8    1   -4 1 1 1
   1087   -9    2   -4 1 1 1
   1088   -8    2   -4 1 1 1
   1089   -7    2   -4 1 1 1
   1090   -6    2   -4 1 1 1
   1091   -5    2   -4 1 1 1
   1092   -4    2   -4 1 1 1
   1093   -3    2   -4 1 1 1
   1094   -2    2   -4 1 1 1
   1095   -1    2   -4 1 1 1
   1096    0    2   -4 1 1 1
   1097    1    2   -4 1 1 1
   1098    2    2   -4 1 1 1
   1099    3    2   -4 1 1 1
   1100    4    2   -4 1 1 1
   1101    5    2   -4 1 1 1
   1102    6    2   -4 1 1 1
   1103    7    2   -4 1 1 1
   1104    8    2   -4 1 1 1
   1105   -9    3   -4 1 1 1
   1106   -8    3   -4 1 1 1
   1107   -7    3   -4 1 1 1
   1108   -6    3   -4 1 1 1
   1109   -5    3   -4 1 1 1
   1110   -4    3   -4 1 1 1
   1111   -3    3   -4 1 1 1
   1112   -2    3   -4 1 1 1
   1113   -1    3   -4 1 1 1
   1114    0    3   -4 1 1 1
   1115    1    3   -4 1 1 1
   1116    2    3   -4 1 1 1
   1117    3    3   -4 1 1 1
   1118    4    3   -4 1 1 1
   1119    5    3   -4 1 1 1
   1120    6    3   -4 1 1 1
   1121    7    3   -4 1 1 1
   1122    8    3   -4 1 1 1
   1123   -8    4   -4 1 1 1
   1124   -7    4   -4 1 1 1
   1125   -6    4   -4 1 1 1
   1126   -5    4   -4 1 1 1
   1127   -4    4   -4 1 1 1
   1128   -3    4   -4 1 1 1
   1129   -2    4   -4 1 1 1
   1130   -1    4   -4 1 1 1
   1131    0    4   -4 1 1 1
   1132    1    4   -4 1 1 1
   1133    2    4   -4 1 1 1
   1134    3    4   -4 1 1 1
   1135    4    4   -4 1 1 1
   1136    5    4   -4 1 1 1
   1137    6    4   -4 1 1 1
   1138    7    4   -4 1 1 1
   1139   -8    5   -4 1 1 1
   1140   -7    5   -4 1 1 1
   1141   -6    5   -4 1 1 1
   1142   -5    5   -4 1 1 1
   1143   -4    5   -4 1 1 1
   1144   -3    5   -4 1 1 1
   1145   -2    5   -4 1 1 1
   1146   -1    5   -4 1 1 1
   1147    0    5   -4 1 1 1
   1148    1    5   -4 1 1 1
   1149    2    5   -4 1 1 1
   1150    3    5   -4 1 1 1
   1151    4    5   -4 1 1 1
   1152    5    5   -4 1 1 1
   1153    6    5   -4 1 1 1
   1154    7    5   -4 1 1 1
   1155   -7    6   -4 1 1 1
   1156   -6    6   -4 1 1 1
   1157   -5    6   -4 1 1 1
   1158   -4    6   -4 1 1 1
   1159   -3    6   -4 1 1 1
   1160   -2    6   -4 1 1 1
   1161   -1    6   -4 1 1 1
   1162    0    6   -4 1 1 1
   1163    1    6   -4 1 1 1
   1164    2    6   -4 1 1 1
   1165    3    6   -4 1 1 1
   1166    4    6   -4 1 1 1
   1167    5    6   -4 1 1 1
   1168    6    6   -4 1 1 1
   1169   -6    7   -4 1 1 1
   1170   -5    7   -4 1 1 1
   1171   -4    7   -4 1 1 1
   1172   -3    7   -4 1 1 1
   1173   -2    7   -4 1 1 1
   1174   -1    7   -4 1 1 1
   1175    0    7   -4 1 1 1
   1176    1    7   -4 1 1 1
   1177    2    7   -4 1 1 1
   1178    3    7   -4 1 1 1
   1179    4    7   -4 1 1 1
   1180    5    7   -4 1 1 1
   1181   -4    8   -4 1 1 1
   1182   -3    8   -4 1 1 1
   1183   -2    8   -4 1 1 1
   1184   -1    8   -4 1 1 1
   1185    0    8   -4 1 1 1
   1186    1    8   -4 1 1 1
   1187    2    8   -4 1 1 1
   1188    3    8   -4 1 1 1
   1189   -2  -10   -3 1 1 1
   1190   -1  -10   -3 1 1 1
   1191    0  -10   -3 1 1 1
   1192    1  -10   -3 1 1 1
   1193   -5   -9   -3 1 1 1
   1194   -4   -9   -3 1 1 1
   1195   -3   -9   -3 1 1 1
   1196   -2   -9   -3 1 1 1
   1197   -1   -9   -3 1 1 1
   1198    0   -9   -3 1 1 1
   1199    1   -9   -3 1 1 1
   1200    2   -9   -3 1 1 1
   1201    3   -9   -3 1 1 1
   1202    4   -9   -3 1 1 1
   1203   -6   -8   -3 1 1 1
   1204   -5   -8   -3 1 1 1
   1205   -4   -8   -3 1 1 1
   1206   -3   -8   -3 1 1 1
   1207   -2   -8   -3 1 1 1
   1208   -1   -8   -3 1 1 1
   1209    0   -8   -3 1 1 1
   1210    1   -8   -3 1 1 1
   1211    2   -8   -3 1 1 1
   1212    3   -8   -3 1 1 1
   1213    4   -8   -3 1 1 1
   1214    5   -8   -3 1 1 1
   1215   -7   -7   -3 1 1 1
   1216   -6   -7   -3 1 1 1
   1217   -5   -7   -3 1 1 1
   1218   -4   -7   -3 1 1 1
   1219   -3   -7   -3 1 1 1
   1220   -2   -7   -3 1 1 1
   1221   -1   -7   -3 1 1 1
   1222    0   -7   -3 1 1 1
   1223    1   -7   -3 1 1 1
   1224    2   -7   -3 1 1 1
   1225    3   -7   -3 1 1 1
   1226    4   -7   -3 1 1 1
   1227    5   -7   -3 1 1 1
   1228    6   -7   -3 1 1 1
   1229   -8   -6   -3 1 1 1
   1230   -7   -6   -3 1 1 1
   1231   -6   -6   -3 1 1 1
   1232   -5   -6   -3 1 1 1
   1233   -4   -6   -3 1 1 1
   1234   -3   -6   -3 1 1 1
   1235   -2   -6   -3 1 1 1
   1236   -1   -6   -3 1 1 1
   1237    0   -6   -3 1 1 1
   1238    1   -6   -3 1 1 1
   1239    2   -6   -3 1 1 1
   1240    3   -6   -3 1 1 1
   1241    4   -6   -3 1 1 1
   1242    5   -6   -3 1 1 1
   1243    6   -6   -3 1 1 1
   1244    7   -6   -3 1 1 1
   1245   -9   -5   -3 1 1 1
   1246   -8   -5   -3 1 1 1
   1247   -7   -5   -3 1 1 1
   1248   -6   -5   -3 1 1 1
   1249   -5   -5   -3 1 1 1
   1250   -4   -5   -3 1 1 1
   1251   -3   -5   -3 1 1 1
   1252   -2   -5   -3 1 1 1
   1253   -1   -5   -3 1 1 1
   1254    0   -5   -3 1 1 1
   1255    1   -5   -3 1 1 1
   1256    2   -5   -3 1 1 1
   1257    3   -5   -3 1 1 1
   1258    4   -5   -3 1 1 1
   1259    5   -5   -3 1 1 1
   1260    6   -5   -3 1 1 1
   1261    7   -5   -3 1 1 1
   1262    8   -5   -3 1 1 1
   1263   -9   -4   -3 1 1 1
   1264   -8   -4   -3 1 1 1
   1265   -7   -4   -3 1 1 1
   1266   -6   -4   -3 1 1 1
   1267   -5   -4   -3 1 1 1
   1268   -4   -4   -3 1 1 1
   1269   -3   -4   -3 1 1 1
   1270   -2   -4   -3 1 1 1
   1271   -1   -4   -3 1 1 1
   1272    0   -4   -3 1 1 1
   1273    1   -4   -3 1 1 1
   1274    2   -4   -3 1 1 1
   1275    3   -4   -3 1 1 1
   1276    4   -4   -3 1 1 1
   1277    5   -4   -3 1 1 1
   1278    6   -4   -3 1 1 1
   1279    7   -4   -3 1 1 1
   1280    8   -4   -3 1 1 1
   1281   -9   -3   -3 1 1 1
   1282   -8   -3   -3 1 1 1
   1283   -7   -3   -3 1 1 1
   1284   -6   -3   -3 1 1 1
   1285   -5   -3   -3 1 1 1
   1286   -4   -3   -3 1 1 1
   1287   -3   -3   -3 1 1 1
   1288   -2   -3   -3 1 1 1
   1289   -1   -3   -3 1 1 1
   1290    0   -3   -3 1 1 1
   1291    1   -3   -3 1 1 1
   1292    2   -3   -3 1 1 1
   1293    3   -3   -3 1 1 1
   1294    4   -3   -3 1 1 1
   1295    5   -3   -3 1 1 1
   1296    6   -3   -3 1 1 1
   1297    7   -3   -3 1 1 1
   1298    8   -3   -3 1 1 1
   1299  -10   -2   -3 1 1 1
   1300   -9   -2   -3 1 1 1
   1301   -8   -2   -3 1 1 1
   1302   -7   -2   -3 1 1 1
   1303   -6   -2   -3 1 1 1
   1304   -5   -2   -3 1 1 1
   1305   -4   -2   -3 1 1 1
   1306   -3   -2   -3 1 1 1
   1307   -2   -2   -3 1 1 1
   1308   -1   -2   -3 1 1 1
   1309    0   -2   -3 1 1 1
   1310    1   -2   -3 1 1 1
   1311    2   -2   -3 1 1 1
   1312    3   -2   -3 1 1 1
   1313    4   -2   -3 1 1 1
   1314    5   -2   -3 1 1 1
   1315    6   -2   -3 1 1 1
   1316    7   -2   -3 1 1 1
   1317    8   -2   -3 1 1 1
   1318    9   -2   -3 1 1 1
   1319  -10   -1   -3 1 1 1
   1320   -9   -1   -3 1 1 1
   1321   -8   -1   -3 1 1 1
   1322   -7   -1   -3 1 1 1
   1323   -6   -1   -3 1 1 1
   1324   -5   -1   -3 1 1 1
   1325   -4   -1   -3 1 1 1
   1326   -3   -1   -3 1 1 1
   1327   -2   -1   -3 1 1 1
   1328   -1   -1   -3 1 1 1
   1329    0   -1   -3 1 1 1
   1330    1   -1   -3 1 1 1
   1331    2   -1   -3 1 1 1
   1332    3   -1   -3 1 1 1
   1333    4   -1   -3 1 1 1
   1334    5   -1   -3 1 1 1
   1335    6   -1   -3 1 1 1
   1336    7   -1   -3 1 1 1
   1337    8   -1   -3 1 1 1
   1338    9   -1   -3 1 1 1
   1339  -10    0   -3 1 1 1
   1340   -9    0   -3 1 1 1
   1341   -8    0   -3 1 1 1
   1342   -7    0   -3 1 1 1
   1343   -6    0   -3 1 1 1
   1344   -5    0   -3 1 1 1
   1345   -4    0   -3 1 1 1
   1346   -3    0   -3 1 1 1
   1347   -2    0   -3 1 1 1
   1348   -1    0   -3 1 1 1
   1349    0    0   -3 1 1 1
   1350    1    0   -3 1 1 1
   1351    2    0   -3 1 1 1
   1352    3    0   -3 1 1 1
   1353    4    0   -3 1 1 1
   1354    5    0   -3 1 1 1
   1355    6    0   -3 1 1 1
   1356    7    0   -3 1 1 1
   1357    8    0   -3 1 1 1
   1358    9    0   -3 1 1 1
   1359  -10    1   -3 1 1 1
   1360   -9    1   -3 1 1 1
   1361   -8    1   -3 1 1 1
   1362   -7    1   -3 1 1 1
   1363   -6    1   -3 1 1 1
   1364   -5    1   -3 1 1 1
   1365   -4    1   -3 1 1 1
   1366   -3    1   -3 1 1 1
   1367   -2    1   -3 1 1 1
   1368   -1    1   -3 1 1 1
   1369    0    1   -3 1 1 1
   1370    1    1   -3 1 1 1
   1371    2    1   -3 1 1 1
   1372    3    1   -3 1 1 1
   1373    4    1   -3 1 1 1
   1374    5    1   -3 1 1 1
   1375    6    1   -3 1 1 1
   1376    7    1   -3 1 1 1
   1377    8    1   -3 1 1 1
   1378    9    1   -3 1 1 1
   1379   -9    2   -3 1 1 1
   1380   -8    2   -3 1 1 1
   1381   -7    2   -3 1 1 1
   1382   -6    2   -3 1 1 1
   1383   -5    2   -3 1 1 1
   1384   -4    2   -3 1 1 1
   1385   -3    2   -3 1 1 1
   1386   -2    2   -3 1 1 1
   1387   -1    2   -3 1 1 1
   1388    0    2   -3 1 1 1
   1389    1    2   -3 1 1 1
   1390    2    2   -3 1 1 1
   1391    3    2   -3 1 1 1
   1392    4    2   -3 1 1 1
   1393    5    2   -3 1 1 1
   1394    6    2   -3 1 1 1
   1395    7    2   -3 1 1 1
   1396    8    2   -3 1 1 1
   1397   -9    3   -3 1 1 1
   1398   -8    3   -3 1 1 1
   1399   -7    3   -3 1 1 1
   1400   -6    3   -3 1 1 1
   1401   -5    3   -3 1 1 1
   1402   -4    3   -3 1 1 1
   1403   -3    3   -3 1 1 1
   1404   -2    3   -3 1 1 1
   1405   -1    3   -3 1 1 1
   1406    0    3   -3 1 1 1
   1407    1    3   -3 1 1 1
   1408    2    3   -3 1 1 1
   1409    3    3   -3 1 1 1
   1410    4    3   -3 1 1 1
   1411    5    3   -3 1 1 1
   1412    6    3   -3 1 1 1
   1413    7    3   -3 1 1 1
   1414    8    3   -3 1 1 1
   1415   -9    4   -3 1 1 1
   1416   -8    4   -3 1 1 1
   1417   -7    4   -3 1 1 1
   1418   -6    4   -3 1 1 1
   1419   -5    4   -3 1 1 1
   1420   -4    4   -3 1 1 1
   1421   -3    4   -3 1 1 1
   1422   -2    4   -3 1 1 1
   1423   -1    4   -3 1 1 1
   1424    0    4   -3 1 1 1
   1425    1    4   -3 1 1 1
   1426    2    4   -3 1 1 1
   1427    3    4   -3 1 1 1
   1428    4    4   -3 1 1 1
   1429    5    4   -3 1 1 1
   1430    6    4   -3 1 1 1
   1431    7    4   -3 1 1 1
   1432    8    4   -3 1 1 1
   1433   -8    5   -3 1 1 1
   1434   -7    5   -3 1 1 1
   1435   -6    5   -3 1 1 1
   1436   -5    5   -3 1 1 1
   1437   -4    5   -3 1 1 1
   1438   -3    5   -3 1 1 1
   1439   -2    5   -3 1 1 1
   1440   -1    5   -3 1 1 1
   1441    0    5   -3 1 1 1
   1442    1    5   -3 1 1 1
   1443    2    5   -3 1 1 1
   1444    3    5   -3 1 1 1
   1445    4    5   -3 1 1 1
   1446    5    5   -3 1 1 1
   1447    6    5   -3 1 1 1
   1448    7    5   -3 1 1 1
   1449   -7    6   -3 1 1 1
   1450   -6    6   -3 1 1 1
   1451   -5    6   -3 1 1 1
   1452   -4    6   -3 1 1 1
   1453   -3    6   -3 1 1 1
   1454   -2    6   -3 1 1 1
   1455   -1    6   -3 1 1 1
   1456    0    6   -3 1 1 1
   1457    1    6   -3 1 1 1
   1458    2    6   -3 1 1 1
   1459    3    6   -3 1 1 1
   1460    4    6   -3 1 1 1
   1461    5    6   -3 1 1 1
   1462    6    6   -3 1 1 1
   1463   -6    7   -3 1 1 1
   1464   -5    7   -3 1 1 1
   1465   -4    7   -3 1 1 1
   1466   -3    7   -3 1 1 1
   1467   -2    7   -3 1 1 1
   1468   -1    7   -3 1 1 1
   1469    0    7   -3 1 1 1
   1470    1    7   -3 1 1 1
   1471    2    7   -3 1 1 1
   1472    3    7   -3 1 1 1
   1473    4    7   -3 1 1 1
   1474    5    7   -3 1 1 1
   1475   -5    8   -3 1 1 1
   1476   -4    8   -3 1 1 1
   1477   -3    8   -3 1 1 1
   1478   -2    8   -3 1 1 1
   1479   -1    8   -3 1 1 1
   1480    0    8   -3 1 1 1
   1481    1    8   -3 1 1 1
   1482    2    8   -3 1 1 1
   1483    3    8   -3 1 1 1
   1484    4    8   -3 1 1 1
   1485   -2    9   -3 1 1 1
   1486   -1    9   -3 1 1 1
   1487    0    9   -3 1 1 1
   1488    1    9   -3 1 1 1
   1489   -3  -10   -2 1 1 1
   1490   -2  -10   -2 1 1 1
   1491   -1  -10   -2 1 1 1
   1492    0  -10   -2 1 1 1
   1493    1  -10   -2 1 1 1
   1494    2  -10   -2 1 1 1
   1495   -5   -9   -2 1 1 1
   1496   -4   -9   -2 1 1 1
   1497   -3   -9   -2 1 1 1
   1498   -2   -9   -2 1 1 1
   1499   -1   -9   -2 1 1 1
   1500    0   -9   -2 1 1 1
   1501    1   -9   -2 1 1 1
   1502    2   -9   -2 1 1 1
   1503    3   -9   -2 1 1 1
   1504    4   -9   -2 1 1 1
   1505   -6   -8   -2 1 1 1
   1506   -5   -8   -2 1 1 1
   1507   -4   -8   -2 1 1 1
   1508   -3   -8   -2 1 1 1
   1509   -2   -8   -2 1 1 1
   1510   -1   -8   -2 1 1 1
   1511    0   -8   -2 1 1 1
   1512    1   -8   -2 1 1 1
   1513    2   -8   -2 1 1 1
   1514    3   -8   -2 1 1 1
   1515    4   -8   -2 1 1 1
   1516    5   -8   -2 1 1 1
   1517   -7   -7   -2 1 1 1
   1518   -6   -7   -2 1 1 1
   1519   -5   -7   -2 1 1 1
   1520   -4   -7   -2 1 1 1
   1521   -3   -7   -2 1 1 1
   1522   -2   -7   -2 1 1 1
   1523   -1   -7   -2 1 1 1
   1524    0   -7   -2 1 1 1
   1525    1   -7   -2 1 1 1
   1526    2   -7   -2 1 1 1
   1527    3   -7   -2 1 1 1
   1528    4   -7   -2 1 1 1
   1529    5   -7   -2 1 1 1
   1530    6   -7   -2 1 1 1
   1531   -8   -6   -2 1 1 1
   1532   -7   -6   -2 1 1 1
   1533   -6   -6   -2 1 1 1
   1534   -5   -6   -2 1 1 1
   1535   -4   -6   -2 1 1 1
   1536   -3   -6   -2 1 1 1
   1537   -2   -6   -2 1 1 1
   1538   -1   -6   -2 1 1 1
   1539    0   -6   -2 1 1 1
   1540    1   -6   -2 1 1 1
   1541    2   -6   -2 1 1 1
   1542    3   -6   -2 1 1 1
   1543    4   -6   -2 1 1 1
   1544    5   -6   -2 1 1 1
   1545    6   -6   -2 1 1 1
   1546    7   -6   -2 1 1 1
